row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-3766,pagerduty,pagerduty.json,/incidents/{id}/custom_fields/values,PUT,setIncidentFieldValues,Update Custom Field Values,"Set custom field values for an incident.

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3767,pagerduty,pagerduty.json,/incidents/{id}/log_entries,GET,listIncidentLogEntries,List log entries for an incident,"List log entries for the specified incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

A Log Entry are a record of all events on your account.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3768,pagerduty,pagerduty.json,/incidents/{id}/merge,PUT,mergeIncidents,Merge incidents,"Merge a list of source incidents into the target [incident](https://developer.pagerduty.com/api-reference/a47605517c19a-api-concepts#incidents).

After the merge is performed the target incident will contain the source incidents' [alerts](https://developer.pagerduty.com/api-reference/a47605517c19a-api-concepts#alerts),
and the source incidents will be resolved.

Only incidents that have alerts or incidents that were created manually in the UI can be merged.

Open incidents cannot be merged into a resolved incident. The target incident must be open.

An incident cannot have more than 1000 alerts. The server will return an error if merging the source incidents
will result in the target incident having more than 1000 alerts.

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3769,pagerduty,pagerduty.json,/incidents/{id}/notes,GET,listIncidentNotes,List notes for an incident,"List existing notes for the specified incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3770,pagerduty,pagerduty.json,/incidents/{id}/notes,POST,createIncidentNote,Create a note on an incident,"Create a new note for the specified incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

A maximum of 2000 notes can be added to an incident.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3771,pagerduty,pagerduty.json,/incidents/{id}/notes/{note_id},PUT,updateIncidentNote,Update a note on an incident,"Update an existing note for the specified incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3772,pagerduty,pagerduty.json,/incidents/{id}/notes/{note_id},DELETE,deleteIncidentNote,Delete a note on an incident,"Delete an existing note for the specified incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3773,pagerduty,pagerduty.json,/incidents/{id}/outlier_incident,GET,getOutlierIncident,Get Outlier Incident,"Gets Outlier Incident information for a given Incident on its Service.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#outlier-incident)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3774,pagerduty,pagerduty.json,/incidents/{id}/past_incidents,GET,getPastIncidents,Get Past Incidents,"Past Incidents returns Incidents within the past 6 months that have similar metadata and were generated on the same Service as the parent Incident. By default, 5 Past Incidents are returned. Note: This feature is currently available as part of the Event Intelligence package or Digital Operations plan only.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#past_incidents)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3775,pagerduty,pagerduty.json,/incidents/{id}/related_change_events,GET,listIncidentRelatedChangeEvents,List related Change Events for an Incident,"List related Change Events for an Incident, as well as the reason these changes are correlated with the incident.

Change events represent service changes such as deploys, build completion, and configuration changes, providing information that is critical during incident triage or hypercare. For more information on change events, see [Change Events](https://support.pagerduty.com/docs/change-events).

The Change Correlation feature provides incident responders with recent change events that are most relevant to that incident. Change Correlation informs the responder why a particular change event was surfaced and correlated to an incident based on three key factors which include time, related service, or intelligence (machine learning).

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3776,pagerduty,pagerduty.json,/incidents/{id}/related_incidents,GET,getRelatedIncidents,Get Related Incidents,"Returns the 20 most recent Related Incidents that are impacting other Responders and Services. Note: This feature is currently available as part of the Event Intelligence package or Digital Operations plan only.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#related_incidents)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3777,pagerduty,pagerduty.json,/incidents/{id}/responder_requests,POST,createIncidentResponderRequest,Create a responder request for an incident,"Send a new responder request for the specified incident. This endpoint requires the account to have access to the [responder requests](https://support.pagerduty.com/main/docs/add-responders) feature.

**Account Ability Requirement**: The account must have the `coordinated_responding` ability. Returns 402 Payment Required if the ability is missing. You can use the [List Abilities API](openapiv3.json/paths/~1abilities/get) to check account abilities.

A user or an escalation policy can be requested. The responder targets will be notified via their high urgency notification rules, until the target user has either accepted or declined the request.
Previous responder requests for a given target can be cancelled (preventing them from further notifying or escalating), with the [Cancel Responder Requests](openapiv3.json/paths/~1incidents~1{id}~1responder_requests~1cancel/put) endpoint.

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3778,pagerduty,pagerduty.json,/incidents/{id}/responder_requests/cancel,PUT,cancelIncidentResponderRequest,Cancel responder requests for an incident,"Cancel pending responder requests for the specified incident.

This endpoint allows you to cancel responder requests for specified targets that are in a pending state. Only responders who have not yet joined or declined can be cancelled. This endpoint requires the account to have access to the [responder requests](https://support.pagerduty.com/main/docs/add-responders) feature.

**Account Ability Requirement**: The account must have the `coordinated_responding` ability. Returns 402 Payment Required if the ability is missing. You can use the [List Abilities API](openapiv3.json/paths/~1abilities/get) to check account abilities.

**State Constraints**: Only responders in the `pending` state can be cancelled. Responders who have already `joined` or `declined` are not affected (the result will indicate their current state).

**User vs Escalation Policy Behavior**:
- **Users**: Direct cancellation, updates state to `user_cancelled`, stops notifications
- **Escalation Policies**: Stops the escalation process, updates state of all pending users from that escalation policy to `user_cancelled` and stops notifications

**Result Values**:
- `cancelled`: Successfully cancelled
- `joined`: User already joined (not cancelled)
- `declined`: User already declined (not cancelled)
- `not_found`: Target not found or not part of any responder request

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3779,pagerduty,pagerduty.json,/incidents/{id}/snooze,POST,createIncidentSnooze,Snooze an incident,"Snooze an incident.

An incident represents a problem or an issue that needs to be addressed and resolved.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3780,pagerduty,pagerduty.json,/incidents/{id}/status_updates,POST,createIncidentStatusUpdate,Create a status update on an incident,"Create a new status update for the specified incident. Optionally pass `subject` and `html_message` properties in the request body to override the email notification that gets sent.

An incident represents a problem or an issue that needs to be addressed and resolved.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3781,pagerduty,pagerduty.json,/incidents/{id}/status_updates/subscribers,GET,getIncidentNotificationSubscribers,List Notification Subscribers,"Retrieve a list of Notification Subscribers on the Incident.

<!-- theme: warning -->
> Users must be added through `POST /incident/{id}/status_updates/subscribers` to be returned from this endpoint.
Scoped OAuth requires: `subscribers.read`",true,true,true,false
x22-3782,pagerduty,pagerduty.json,/incidents/{id}/status_updates/subscribers,POST,createIncidentNotificationSubscribers,Add Notification Subscribers,"Subscribe the given entities to Incident Status Update Notifications.

Scoped OAuth requires: `subscribers.write`",true,true,true,false
x22-3783,pagerduty,pagerduty.json,/incidents/{id}/status_updates/unsubscribe,POST,removeIncidentNotificationSubscribers,Remove Notification Subscriber,"Unsubscribes the matching Subscribers from Incident Status Update Notifications.

Scoped OAuth requires: `subscribers.write`",true,true,true,false
x22-3784,pagerduty,pagerduty.json,/incidents/types,GET,listIncidentTypes,List incident types,"List the available incident types

Incident Types are a feature which will allow customers to categorize incidents, such as a security incident, a major incident, or a fraud incident.
These can be filtered by enabled or disabled types.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidentType)

Scoped OAuth requires: `incident_types.read`",true,true,true,false
x22-3785,pagerduty,pagerduty.json,/incidents/types,POST,createIncidentType,Create an Incident Type,"Create a new incident type.

Incident Types are a feature which will allow customers to categorize incidents, such as a security incident, a major incident, or a fraud incident.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidentType)

Scoped OAuth requires: `incident_types.write`",true,true,true,false
x22-3786,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name},GET,getIncidentType,Get an Incident Type,"Get detailed information about a single incident type. Accepts either an incident type id, or an incident type name.

Incident Types are a feature which will allow customers to categorize incidents, such as a security incident, a major incident, or a fraud incident.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incident)

Scoped OAuth requires: `incident_types.read`",true,true,true,false
x22-3787,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name},PUT,updateIncidentType,Update an Incident Type,"Update an Incident Type.

Incident Types are a feature which will allow customers to categorize incidents, such as a security incident, a major incident, or a fraud incident.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incident)

Scoped OAuth requires: `incident_types.write`",true,true,true,false
x22-3788,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields,GET,listIncidentTypeCustomFields,List Incident Type Custom Fields,"List the custom fields for an incident type.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.read`",true,true,true,false
x22-3789,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields,POST,createIncidentTypeCustomField,Create a Custom Field for an Incident Type,"Create a Custom Field for an Incident Type

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3790,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id},GET,getIncidentTypeCustomField,Get an Incident Type Custom Field,"Get a custom field for an incident type.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.read`",true,true,true,false
x22-3791,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id},PUT,updateIncidentTypeCustomField,Update a Custom Field for an Incident Type,"Update a custom field for an incident type. Field Options can also be updated within the same call.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3792,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id},DELETE,deleteIncidentTypeCustomField,Delete a Custom Field for an Incident Type,"Delete a custom field for an incident type.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3793,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options,GET,listIncidentTypeCustomField,List Field Options on a Custom Field,"List field options for a custom field.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.read`",true,true,true,false
x22-3794,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options,POST,createIncidentTypeCustomFieldFieldOptions,Create a Field Option for a Custom Field,"Create a field option for a custom field.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3795,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},GET,getIncidentTypeCustomFieldFieldOptions,Get a Field Option on a Custom Field,"Get a field option on a custom field

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.read`",true,true,true,false
x22-3796,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},PUT,updateIncidentTypeCustomFieldFieldOption,Update a Field Option for a Custom Field,"Update a field option for a custom field.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3797,pagerduty,pagerduty.json,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},DELETE,deleteIncidentTypeCustomFieldFieldOption,Delete a Field Option for a Custom Field,"Delete a field option for a custom field.

Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data,
to provide additional context and support features such as customized filtering, search and analytics.
Custom Fields can be applied to different incident types.

Scoped OAuth requires: `custom_fields.write`",true,true,true,false
x22-3798,pagerduty,pagerduty.json,/incidents/custom_fields,GET,listCustomFieldsFields,List Fields,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields/get)

List Custom Fields on the Base Incident Type.

Scoped OAuth requires: `custom_fields.read`",true,true,true,true
x22-3799,pagerduty,pagerduty.json,/incidents/custom_fields,POST,createCustomFieldsField,Create a Field,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields/post)

Creates a new Custom Field on the Base Incident Type, along with the Field Options if provided. \
An account may have up to 10 Fields.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3800,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id},GET,getCustomFieldsField,Get a Field,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}/get)

Show detailed information about a Custom Field on the Base Incident Type.

Scoped OAuth requires: `custom_fields.read`",true,true,true,true
x22-3801,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id},PUT,updateCustomFieldsField,Update a Field,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}/put)

Update a Custom Field on the Base Incident Type.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3802,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id},DELETE,deleteCustomFieldsField,Delete a Field,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}/delete)

Delete a Custom Field from the Base Incident Type.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3803,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id}/field_options,GET,listCustomFieldsFieldOptions,List Field Options,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}~1field_options/get)

List all enabled Field Options for a Custom Field on the Base Incident Type.

Scoped OAuth requires: `custom_fields.read`",true,true,true,true
x22-3804,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id}/field_options,POST,createCustomFieldsFieldOption,Create a Field Option,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}~1field_options/post)

Create a new Field Option for a Custom Field on the Base Incident Type. Field Options may only be created for Fields that have `field_options`. A Field may have no more than 10 enabled options.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3805,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id}/field_options/{field_option_id},PUT,updateCustomFieldsFieldOption,Update a Field Option,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}~1field_options~1{field_option_id}/put)

Update a Field Option for a Custom Field on the Base Incident Type.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3806,pagerduty,pagerduty.json,/incidents/custom_fields/{field_id}/field_options/{field_option_id},DELETE,deleteCustomFieldsFieldOption,Delete a Field Option,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated and only works for fields on the Base Incident Type. \
> For more flexibility, we recommend using the Incident Types endpoint: \
> [/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id}](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}~1field_options~1{field_option_id}/delete)

Delete a Field Option for a Custom Field on the Base Incident Type.

Scoped OAuth requires: `custom_fields.write`",true,true,true,true
x22-3807,pagerduty,pagerduty.json,/ip_allow_lists,GET,listIpAllowLists,List IP allow lists,"Return all IP allow lists for the account.

Only Account Owners, Global Admins, and Account API Keys can call this endpoint.

Scoped OAuth requires: `ip_allow_lists.read`",true,true,true,false
x22-3808,pagerduty,pagerduty.json,/ip_allow_lists,POST,createIpAllowList,Create an IP allow list,"Create the account's IP allow list.

Only Account Owners, Global Admins, and Account API Keys can call this endpoint.

Scoped OAuth requires: `ip_allow_lists.write`",true,true,true,false
x22-3809,pagerduty,pagerduty.json,/ip_allow_lists/{id},GET,getIpAllowList,Get an IP allow list,"Return the IP allow list with the given `id`.

Only Account Owners, Global Admins, and Account API Keys can call this endpoint.

Scoped OAuth requires: `ip_allow_lists.read`",true,true,true,false
x22-3810,pagerduty,pagerduty.json,/ip_allow_lists/{id},PUT,updateIpAllowList,Update an IP allow list,"Update the IP allow list with the given `id`. The request body fully replaces the writable fields.

Only Account Owners, Global Admins, and Account API Keys can call this endpoint.

Scoped OAuth requires: `ip_allow_lists.write`",true,true,true,false
x22-3811,pagerduty,pagerduty.json,/ip_allow_lists/{id},DELETE,deleteIpAllowList,Delete an IP allow list,"Delete the IP allow list with the given `id`. Subsequent `GET` and `PUT` requests for the same `id` will return `404`. The list is no longer enforced once deleted.

Only Account Owners, Global Admins, and Account API Keys can call this endpoint.

Scoped OAuth requires: `ip_allow_lists.write`",true,true,true,false
x22-3812,pagerduty,pagerduty.json,/ip_allow_lists/{id}/audit/records,GET,listIpAllowListAuditRecords,List audit records for an IP allow list,"The response will include audit records with changes that are made to the given IP allow list.

The returned records are sorted by the `execution_time` from newest to oldest.

See [`Cursor-based pagination`](https://developer.pagerduty.com/docs/rest-api-v2/pagination/) for instructions on how to paginate through the result set.

For more information see the [Audit API Document](https://developer.pagerduty.com/docs/rest-api-v2/audit-records-api/).

Scoped OAuth requires: `audit_records.read`",true,true,true,false
x22-3813,pagerduty,pagerduty.json,/license_allocations,GET,listLicenseAllocations,List License Allocations,"List the Licenses allocated to Users within your Account

Scoped OAuth requires: `licenses.read`",true,true,true,false
x22-3814,pagerduty,pagerduty.json,/licenses,GET,listLicenses,List Licenses,"List the Licenses associated with your Account

Scoped OAuth requires: `licenses.read`",true,true,true,false
x22-3815,pagerduty,pagerduty.json,/log_entries,GET,listLogEntries,List log entries,"List all of the incident log entries across the entire account.

A log of all the events that happen to an Incident, and these are exposed as Log Entries.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#log-entries)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3816,pagerduty,pagerduty.json,/log_entries/{id},GET,getLogEntry,Get a log entry,"Get details for a specific incident log entry. This method provides additional information you can use to get at raw event data.

A log of all the events that happen to an Incident, and these are exposed as Log Entries.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#log-entries)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3817,pagerduty,pagerduty.json,/log_entries/{id}/channel,PUT,updateLogEntryChannel,Update log entry channel information.,"Update an existing incident log entry channel.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#log-entries)

Scoped OAuth requires: `incidents.write`",true,true,true,false
x22-3818,pagerduty,pagerduty.json,/maintenance_windows,GET,listMaintenanceWindows,List maintenance windows,"List existing maintenance windows, optionally filtered by service and/or team, or whether they are from the past, present or future.

A Maintenance Window is used to temporarily disable one or more Services for a set period of time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows)

Scoped OAuth requires: `services.read`",true,true,true,false
x22-3819,pagerduty,pagerduty.json,/maintenance_windows,POST,createMaintenanceWindow,Create a maintenance window,"Create a new maintenance window for the specified services. No new incidents will be created for a service that is in maintenance.

A Maintenance Window is used to temporarily disable one or more Services for a set period of time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows)

Scoped OAuth requires: `services.write`",true,true,true,false
x22-3820,pagerduty,pagerduty.json,/maintenance_windows/{id},GET,getMaintenanceWindow,Get a maintenance window,"Get an existing maintenance window.

A Maintenance Window is used to temporarily disable one or more Services for a set period of time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows)

Scoped OAuth requires: `services.read`",true,true,true,false
x22-3821,pagerduty,pagerduty.json,/maintenance_windows/{id},PUT,updateMaintenanceWindow,Update a maintenance window,"Update an existing maintenance window.

A Maintenance Window is used to temporarily disable one or more Services for a set period of time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows)

Scoped OAuth requires: `services.write`",true,true,true,false
x22-3822,pagerduty,pagerduty.json,/maintenance_windows/{id},DELETE,deleteMaintenanceWindow,Delete or end a maintenance window,"Delete an existing maintenance window if it's in the future, or end it if it's currently on-going. If the maintenance window has already ended it cannot be deleted.

A Maintenance Window is used to temporarily disable one or more Services for a set period of time.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows)

Scoped OAuth requires: `services.write`",true,true,true,false
x22-3823,pagerduty,pagerduty.json,/notifications,GET,listNotifications,List notifications,"List notifications for a given time range, optionally filtered by type (sms_notification, email_notification, phone_notification, or push_notification).

A Notification is created when an Incident is triggered or escalated.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#notifications)

Scoped OAuth requires: `users:notifications.read`",true,true,true,false
x22-3824,pagerduty,pagerduty.json,/oauth_delegations,DELETE,deleteOauthDelegations,Delete all OAuth delegations,"Delete all OAuth delegations as per provided query parameters.

An OAuth delegation represents an instance of a user or account's authorization to an app (via OAuth) to access their PagerDuty account.
Common apps include the PagerDuty mobile app, Slack, Microsoft Teams, and third-party apps. It also represents a user session in the PagerDuty web app.

Deleting an OAuth delegation will revoke that instance of an app's access to that user or account.
To grant access again, reauthorization/reauthentication will be required.

This endpoint supports deleting mobile app OAuth delegations for a given user, which is equivalent to signing users out of the mobile app. It also supports deleting delegations of type web, which is equivalent to signing users out of the web app.

This is a synchronous API.

Scoped OAuth requires: `oauth_delegations.write`",true,true,true,false
x22-3825,pagerduty,pagerduty.json,/oauth_delegations/revocation_requests/status,GET,getOauthDelegationsRevocationRequestsStatus,Get OAuth delegations revocation requests status,"<!-- theme: warning -->
> ### Deprecated
> This endpoint is deprecated as OAuth token revocation is now synchronous. Please use the [DELETE /oauth_delegations endpoint](https://developer.pagerduty.com/api-reference/ad1161db75db1-delete-all-o-auth-delegations) instead.

Get the status of all OAuth delegations revocation requests for this account, specifically how many requests are still pending. As all requests are now synchronous, no pending requests will be found.

This endpoint is limited to account owners and admins.

Scoped OAuth requires: `oauth_delegations.read`",true,true,true,true
x22-3826,pagerduty,pagerduty.json,/oncalls,GET,listOnCalls,List all of the on-calls,"List the on-call entries during a given time range.

An on-call represents a contiguous unit of time for which a User will be on call for a given Escalation Policy and Escalation Rules.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#on-calls)

Scoped OAuth requires: `oncalls.read`

This API operation has operation specific rate limits. See the [Rate Limits](https://developer.pagerduty.com/docs/72d3b724589e3-rest-api-rate-limits) page for more information.",true,true,true,false
x22-3827,pagerduty,pagerduty.json,/paused_incident_reports/alerts,GET,getPausedIncidentReportAlerts,Get Paused Incident Reporting on Alerts,"Returns the 5 most recent alerts that were triggered after being paused and the 5 most recent alerts that were resolved after being paused for a given reporting period (maximum 6 months lookback period).  Note: This feature is currently available as part of the Event Intelligence package or Digital Operations plan only.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#paused-incident-reports)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3828,pagerduty,pagerduty.json,/paused_incident_reports/counts,GET,getPausedIncidentReportCounts,Get Paused Incident Reporting counts,"Returns reporting counts for paused Incident usage for a given reporting period (maximum 6 months lookback period).  Note: This feature is currently available as part of the Event Intelligence package or Digital Operations plan only.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#paused-incident-reports)

Scoped OAuth requires: `incidents.read`",true,true,true,false
x22-3829,pagerduty,pagerduty.json,/priorities,GET,listPriorities,List priorities,"List existing priorities, in order (most to least severe).

A priority is a label representing the importance and impact of an incident.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#priorities)

Scoped OAuth requires: `priorities.read`",true,true,true,false
x22-3830,pagerduty,pagerduty.json,/rulesets,GET,listRulesets,List Rulesets,"List all Rulesets
<!-- theme: warning -->
> ### End-of-life
> Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting.

Rulesets allow you to route events to an endpoint and create collections of Event Rules, which define sets of actions to take based on event content.

For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#rulesets)

Scoped OAuth requires: `event_rules.read`",true,true,true,false
