set,vendor,method,path,operationId,summary,truth,step,class,rule,flag,verdict
exam3,rbaskets.in,PUT,/api/baskets/{name},,Update basket settings,w,3,x,other-noun,,FALSE-ALARM
exam3,rbaskets.in,PUT,/api/baskets/{name}/responses/{method},,Update response settings,w,2,w,yours-noun,evidence,ok
exam3,rbaskets.in,PUT,/baskets/{name},,Update basket settings,w,3,x,other-noun,,FALSE-ALARM
exam3,rbaskets.in,PUT,/baskets/{name}/responses/{method},,Update response settings,w,2,w,yours-noun,evidence,ok
exam3,readme.io,DELETE,/changelogs/{slug},deleteChangelog,Delete changelog,w,2,w,floor,x-pile,ok
exam3,readme.io,DELETE,/custompages/{slug},deleteCustomPage,Delete custom page,w,2,w,floor,x-pile,ok
exam3,readme.io,DELETE,/docs/{slug},deleteDoc,Delete doc,w,2,w,floor,x-pile,ok
exam3,readme.io,DELETE,/swagger/{id},deleteSwagger,,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/api-specification/{id},updateAPISpecification,,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/changelogs/{slug},updateChangelog,Update changelog,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/custompages/{slug},updateCustomPage,Update custom page,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/docs/{slug},updateDoc,Update doc,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/swagger/{id},updateSwagger,,w,2,w,floor,x-pile,ok
exam3,readme.io,PUT,/version/{versionId},updateVersion,Update version,w,2,w,floor,x-pile,ok
exam3,rebilly.com,DELETE,/credentials/{id},DeleteCredential,Delete a credential,w,2,w,floor,x-pile,ok
exam3,rebilly.com,DELETE,/customers/{id}/lead-source,DeleteCustomerLeadSource,Delete a Lead Source for a customer,w,2,w,floor,x-pile,ok
exam3,rebilly.com,DELETE,/customers/{id}/timeline/{messageId},DeleteCustomerTimeline,Delete a Customer Timeline message,w,3,x,other-noun,,FALSE-ALARM
exam3,rebilly.com,DELETE,/files/{id},DeleteFile,Delete a File,w,2,w,floor,x-pile,ok
exam3,rebilly.com,DELETE,/kyc-requests/{id},DeleteKycRequest,Delete the KYC request,w,3,x,other-noun,,FALSE-ALARM
exam3,rebilly.com,DELETE,/products/{id},DeleteProduct,Delete a product,w,2,w,yours-noun,evidence,ok
exam3,rebilly.com,DELETE,/subscriptions/{id}/timeline/{messageId},DeleteSubscriptionTimeline,Delete an Order Timeline message,w,3,x,other-noun,,FALSE-ALARM
exam3,rebilly.com,DELETE,/tags/{tag}/customers,DeleteTagCustomerCollection,Untag a list of customers,w,2,w,floor,x-pile,ok
exam3,rebilly.com,PATCH,/bank-accounts/{id},PatchBankAccount,Update a bank account's values,w,2,w,floor,x-pile,ok
exam3,rebilly.com,PATCH,/payment-cards/{id},PatchPaymentCard,Update a payment card's values,w,3,x,other-noun,,FALSE-ALARM
exam3,rebilly.com,PUT,/authentication-options,PutAuthenticationOption,Change authentication options,w,3,x,other-noun,,FALSE-ALARM
exam3,rebilly.com,PUT,/bank-accounts/{id},PutBankAccount,Create a Bank Account with predefined ID,w,2,w,floor,x-pile,ok
exam3,rebilly.com,PUT,/blocklists/{id},PutBlocklist,Create a blocklist with predefined ID,w,2,w,floor,x-pile,ok
exam3,rebilly.com,PUT,/invoices/{id},PutInvoice,Create or update an invoice with predefined ID,x,2,w,floor,x-pile,LEAK
exam3,rebilly.com,PUT,/paypal-accounts/{id},PutPayPalAccount,Create a PayPal account with predefined ID,w,3,x,live-verb,,FALSE-ALARM
exam3,rebilly.com,PUT,/subscription-cancellations/{id},PutSubscriptionCancellation,Cancel an order,x,3,x,live-verb,,ok
exam3,redhat.com,PATCH,/sources/{id}/incremental_refresh,incrementalRefreshSource,Incremental Refresh an existing Source,w,3,x,other-noun,,FALSE-ALARM
exam3,redhat.com,PATCH,/sources/{id}/refresh,refreshSource,Refresh an existing Source,w,3,x,other-noun,,FALSE-ALARM
exam3,redhat.com,PATCH,/tasks/{id},updateTask,Update an existing Task,w,2,w,yours-noun,evidence,ok
exam3,redhat.local,DELETE,/api/patch/v1/systems/{inventory_id},deletesystem,Delete system by inventory id,w,2,w,floor,x-pile,ok
exam3,redirection.io,DELETE,/invitations/{id},deleteInvitationItem,Removes the Invitation resource.,x,3,x,other-noun,,ok
exam3,redirection.io,DELETE,/markers/{id},deleteMarkerItem,Removes the Marker resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,DELETE,/organizations/{id},deleteOrganizationItem,Removes the Organization resource.,w,3,x,other-noun,,FALSE-ALARM
exam3,redirection.io,DELETE,/projects/{id},deleteProjectItem,Removes the Project resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,DELETE,/rule-changes/{id},deleteRuleChangeItem,Removes the RuleChange resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,DELETE,/user-organizations/{id},deleteUserOrganizationItem,Removes the UserOrganization resource.,x,3,x,other-noun,,ok
exam3,redirection.io,DELETE,/user-projects/{id},deleteUserProjectItem,Removes the UserProject resource.,x,3,x,other-noun,,ok
exam3,redirection.io,DELETE,/users/{id},deleteUserItem,Removes the User resource.,x,3,x,other-noun,,ok
exam3,redirection.io,PUT,/agent-instance-updates/{id},putInstanceItem,Replaces the Instance resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,PUT,/instances/{id},loggingInstanceItem,Replaces the Instance resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,PUT,/instances/{id}/live,liveInstanceItem,Replaces the Instance resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,PUT,/markers/{id},putMarkerItem,Replaces the Marker resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,PUT,/projects/{id},putProjectItem,Replaces the Project resource.,w,2,w,floor,x-pile,ok
exam3,redirection.io,PUT,/user-organizations/{id},putUserOrganizationItem,Replaces the UserOrganization resource.,x,3,x,other-noun,,ok
exam3,redirection.io,PUT,/user-projects/{id},putUserProjectItem,Replaces the UserProject resource.,x,3,x,other-noun,,ok
exam3,redirection.io,PUT,/users/{id}/edit-email,edit_emailUserItem,Replaces the User resource.,x,3,x,other-noun,,ok
exam3,reverb.com,DELETE,/listings/{listing_id}/images/{image_id},,Delete an image from a listing,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,DELETE,/my/addresses/{address_id},,Delete an existing address in your address book,w,2,w,floor,x-pile,ok
exam3,reverb.com,DELETE,/my/curated_set/product/{product_id},,,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,DELETE,/my/follows/{follow_id},,Delete a follow,w,2,w,floor,x-pile,ok
exam3,reverb.com,DELETE,/my/follows/brands/{slug},,Unfollow a brand,w,2,w,floor,x-pile,ok
exam3,reverb.com,DELETE,/my/follows/categories/{category}/{subcategory},,Unfollow a subcategory,w,2,w,floor,x-pile,ok
exam3,reverb.com,DELETE,/my/follows/collections/{slug},,Unfollow a collection,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,DELETE,/my/wishlist/{id},,Remove a listing from your wishlist,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,DELETE,/sales/{sale_id}/listings,,Remove a listing from a sale,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,PUT,/listings/{slug},,Update a listing,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,PUT,/my/account,,Update account details,w,2,w,floor,x-pile,ok
exam3,reverb.com,PUT,/my/listings/{slug}/state/end,,End a listing,w,3,x,live-verb,,FALSE-ALARM
exam3,reverb.com,PUT,/my/wishlist/{id},,Add a listing to your wishlist,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,PUT,/products/reviews/{id},,Update a review,w,2,w,yours-noun,evidence,ok
exam3,reverb.com,PUT,/shop,,Update your shop profile,w,2,w,floor,x-pile,ok
exam3,reverb.com,PUT,/wants/{id},,Mark an item wanted. Returns 200 on success or 422 on failure.,w,2,w,floor,x-pile,ok
exam3,ritc.io,DELETE,/actions/{action_id},removeAction,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/apps/{app_id},removeApp,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/apps/ext/api/credentials/{channel_id},removeChannelExternalCredentials,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/channels/{channel_id},removeChannel,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/rules/{rule_id},removeRule,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/users/{user_id},removeAppUser,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/users/{user_id}/rules/{rule_id},removeAppUserFromRule,,w,3,x,other-noun,,FALSE-ALARM
exam3,ritc.io,DELETE,/users/admin/{user_id},removeAdminUser,,x,3,x,other-noun,,ok
exam3,ritc.io,PATCH,/actions/{action_id},updateAction,,w,2,w,floor,x-pile,ok
exam3,ritc.io,PATCH,/apps/{app_id},updateApp,,w,2,w,floor,x-pile,ok
exam3,ritc.io,PATCH,/apps/ext/api/credentials/{channel_id},updateChannelExternalCredentials,,w,2,w,floor,x-pile,ok
exam3,ritc.io,PATCH,/channels/{channel_id},updateChannel,,w,2,w,floor,x-pile,ok
exam3,ritc.io,PATCH,/rules/{rule_id},updateRule,,w,2,w,yours-noun,evidence,ok
exam3,ritc.io,PATCH,/triggers/{trigger_id},updateTrigger,,w,3,x,live-verb,,FALSE-ALARM
exam3,ritc.io,PATCH,/users/admin/{user_id},updateAdminUser,,x,3,x,other-noun,,ok
exam3,royalmail.com,DELETE,/orders/{orderIdentifiers},DeleteOrdersAsync,Delete orders,x,3,x,other-noun,,ok
exam3,royalmail.com,PUT,/orders/status,UpdateOrdersStatusAsync,Set order status,w,3,x,other-noun,,FALSE-ALARM
exam3,rudder.example.local,DELETE,/changeRequests/{changeRequestId},declineChangeRequest,Decline a request details,x,2,w,floor,x-pile,LEAK
exam3,rudder.example.local,DELETE,/datasources/{datasourceId},deleteDataSource,Delete a data source,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,DELETE,/directives/{directiveId},deleteDirective,Delete a directive,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,DELETE,/groups/{groupId},deleteGroup,Delete a group,w,3,x,other-noun,,FALSE-ALARM
exam3,rudder.example.local,DELETE,/groups/categories/{groupCategoryId},DeleteGroupCategory,Delete group category,w,3,x,other-noun,,FALSE-ALARM
exam3,rudder.example.local,DELETE,/parameters/{parameterId},deleteParameter,Delete a parameter,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,DELETE,/secret/{name},deleteSecret,Delete a secret,w,2,w,yours-noun,evidence,ok
exam3,rudder.example.local,DELETE,/techniques/{techniqueId}/{techniqueVersion},deleteTechnique,Delete technique,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,DELETE,/usermanagement/{username},deleteUser,Delete an user,x,3,x,other-noun,,ok
exam3,rudder.example.local,DELETE,/validatedUsers/{username},removeValidatedUser,Remove an user from validated user list,x,3,x,other-noun,,ok
exam3,rudder.example.local,PUT,/directives,createDirective,Create a directive,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,PUT,/groups,createGroup,Create a group,w,3,x,other-noun,,FALSE-ALARM
exam3,rudder.example.local,PUT,/groups/categories,CreateGroupCategory,Create a group category,w,3,x,other-noun,,FALSE-ALARM
exam3,rudder.example.local,PUT,/parameters,createParameter,Create a new parameter,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,PUT,/rules,createRule,Create a rule,w,2,w,floor,x-pile,ok
exam3,rudder.example.local,PUT,/techniques,CreateTechnique,Create technique,w,2,w,floor,x-pile,ok
exam3,rumble.run,DELETE,/account/groups/{group_id},removeAccountGroup,Remove this group,x,3,x,other-noun,,ok
exam3,rumble.run,DELETE,/account/users/{user_id},removeAccountUser,Remove this user,x,3,x,other-noun,,ok
exam3,rumble.run,DELETE,/org/services/{service_id},removeService,Remove a service,w,3,x,other-noun,,FALSE-ALARM
exam3,rumble.run,PATCH,/account/orgs/{org_id},updateAccountOrganization,Update organization details,w,3,x,other-noun,,FALSE-ALARM
exam3,rumble.run,PATCH,/account/users/{user_id},updateAccountUser,Update a user's details,w,3,x,other-noun,,FALSE-ALARM
exam3,rumble.run,PATCH,/account/users/{user_id}/resetMFA,resetAccountUserMFA,Resets the user's MFA tokens,x,3,x,other-noun,,ok
exam3,rumble.run,PATCH,/org/agents/{agent_id},updateAgentSite,Update the site associated with agent,w,2,w,floor,x-pile,ok
exam3,rumble.run,PATCH,/org/assets/{asset_id}/comments,updateAssetComments,Update asset comments,w,2,w,yours-noun,evidence,ok
exam3,rumble.run,PATCH,/org/assets/{asset_id}/tags,updateAssetTags,Update asset tags,w,2,w,yours-noun,evidence,ok
exam3,rumble.run,PUT,/account/credentials,createAccountCredential,Create a new credential,w,2,w,floor,x-pile,ok
exam3,rumble.run,PUT,/account/orgs,createAccountOrganization,Create a new organization,w,3,x,other-noun,,FALSE-ALARM
exam3,rumble.run,PUT,/account/users,createAccountUser,Create a new user account,x,3,x,other-noun,,ok
exam3,rumble.run,PUT,/account/users/invite,createAccountUserInvite,Create a new user account and send an email invite,x,3,x,live-verb,,ok
exam3,rumble.run,PUT,/org/sites,createSite,Create a new site,w,2,w,floor,x-pile,ok
exam3,rumble.run,PUT,/org/sites/{site_id}/import,importScanData,Import a scan data file into a site,w,2,w,floor,x-pile,ok
exam3,rumble.run,PUT,/org/sites/{site_id}/scan,createScan,Create a scan task for a given site,x,2,w,floor,x-pile,LEAK
exam3,runscope.com,DELETE,/buckets/{bucketKey}/messages,,Clear a bucket (remove all messages).,w,2,w,yours-noun,evidence,ok
exam3,runscope.com,DELETE,/buckets/{bucketKey}/tests/{testId}/steps/{stepId},,Delete a step from a test.,w,2,w,floor,x-pile,ok
exam3,runscope.com,PUT,/buckets/{bucketKey}/environments/{environmentId},,Update the details of a shared environment.,w,2,w,yours-noun,evidence,ok
exam3,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId},,"Modify a test's name, description, default environment and its steps. To modify other individual properties of a test, make requests to the steps, environments,",w,2,w,floor,x-pile,ok
exam3,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId}/environments/{environmentId},,Update the details of a test environment.,w,2,w,yours-noun,evidence,ok
exam3,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId}/steps/{stepId},,Update the details of a single test step.,w,2,w,floor,x-pile,ok
exam3,sakari.io,DELETE,/v1/accounts/{accountId}/contacts/{contactId},contacts.remove,Deletes a contact,w,3,x,other-noun,,FALSE-ALARM
exam3,sakari.io,DELETE,/v1/accounts/{accountId}/templates/{templateId},templates.remove,Deletes a template,w,3,x,other-noun,,FALSE-ALARM
exam3,sakari.io,DELETE,/v1/accounts/{accountId}/webhooks/{url},webhooks.unsubscribe,Unsubscribe to message events,w,2,w,yours-noun,evidence,ok
exam3,sakari.io,PUT,/v1/accounts/{accountId}/campaigns/{campaignId},campaigns.update,Updates a campaign,w,2,w,floor,x-pile,ok
exam3,sakari.io,PUT,/v1/accounts/{accountId}/contacts/{contactId},contacts.update,Updates a contact,w,2,w,yours-noun,evidence,ok
exam3,sakari.io,PUT,/v1/accounts/{accountId}/templates/{templateId},templates.update,Updates a template,w,2,w,yours-noun,evidence,ok
exam3,salesforce.local,DELETE,/v2/language/datasets/{datasetId},deleteDataset,Delete a Dataset,w,2,w,yours-noun,evidence,ok
exam3,salesforce.local,DELETE,/v2/language/models/{modelId},deleteModel,Delete a Model,w,2,w,yours-noun,evidence,ok
exam3,salesforce.local,DELETE,/v2/oauth2/tokens/{token},revokeRefreshTokenV2,Delete a Refresh Token,w,3,x,live-verb,,FALSE-ALARM
exam3,salesforce.local,DELETE,/v2/vision/datasets/{datasetId},deleteDataset_1,Delete a Dataset,w,2,w,yours-noun,evidence,ok
exam3,salesforce.local,DELETE,/v2/vision/models/{modelId},deleteModel_1,Delete a Model,w,2,w,yours-noun,evidence,ok
exam3,salesforce.local,PUT,/v2/vision/bulkfeedback,updateDatasetAsync_1,Create Feedback Examples From a Zip File,w,3,x,other-noun,,FALSE-ALARM
exam3,salesforce.local,PUT,/v2/vision/datasets/{datasetId}/upload,updateDatasetAsync_2,Create Examples From a Zip File,w,3,x,other-noun,,FALSE-ALARM
exam3,salesloft.com,DELETE,/v2/accounts/{id}.json,,Delete an account,w,2,w,floor,x-pile,ok
exam3,salesloft.com,DELETE,/v2/cadence_memberships/{id}.json,,Delete a cadence membership,w,3,x,other-noun,,FALSE-ALARM
exam3,salesloft.com,DELETE,/v2/imports/{id}.json,,Delete an import,w,2,w,floor,x-pile,ok
exam3,salesloft.com,DELETE,/v2/notes/{id}.json,,Delete a note,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,DELETE,/v2/person_stages/{id}.json,,Delete an person stage,w,2,w,floor,x-pile,ok
exam3,salesloft.com,DELETE,/v2/webhook_subscriptions/{id},,Delete a webhook subscription,w,2,w,floor,x-pile,ok
exam3,salesloft.com,PUT,/v2/accounts/{id}.json,,Update an existing Account,w,2,w,floor,x-pile,ok
exam3,salesloft.com,PUT,/v2/custom_fields/{id}.json,,Update a custom field,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,PUT,/v2/imports/{id}.json,,Update an import,w,2,w,floor,x-pile,ok
exam3,salesloft.com,PUT,/v2/meetings/{id}.json,,Update a meeting,w,3,x,other-noun,,FALSE-ALARM
exam3,salesloft.com,PUT,/v2/meetings/settings/{id}.json,,Update a meeting setting,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,PUT,/v2/pending_emails/{id}.json,,Updates the status of an email sent by an External Email Client,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,PUT,/v2/people/{id}.json,,Update a person,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,PUT,/v2/saved_list_views/{id}.json,,Update a saved list view,w,2,w,floor,x-pile,ok
exam3,salesloft.com,PUT,/v2/tasks/{id}.json,,Update a Task,w,2,w,yours-noun,evidence,ok
exam3,salesloft.com,PUT,/v2/webhook_subscriptions/{id},,Update a webhook subscription,w,2,w,floor,x-pile,ok
exam3,semantria.com,DELETE,/categories.{content_type},deleteCategories,Remove user categories,w,2,w,yours-noun,evidence,ok
exam3,semantria.com,DELETE,/collection/{collection_id}.{content_type},cancelCollection,Cancel collection analysis,w,3,x,live-verb,,FALSE-ALARM
exam3,semantria.com,DELETE,/configurations.{content_type},deleteConfigurations,Remove user configurations,w,2,w,yours-noun,evidence,ok
exam3,semantria.com,DELETE,/document/{document_id}.{content_type},cancelDocument,Cancel document analysis,w,3,x,live-verb,,FALSE-ALARM
exam3,semantria.com,DELETE,/phrases.{content_type},deletePhrases,Remove sentiment-bearing phrases,w,2,w,floor,x-pile,ok
exam3,semantria.com,DELETE,/queries.{content_type},deleteQueries,Remove queries,w,2,w,floor,x-pile,ok
exam3,semantria.com,DELETE,/taxonomy.{content_type},deleteTaxonomy,Remove taxonomy nodes,w,2,w,floor,x-pile,ok
exam3,semantria.com,PUT,/entities.{content_type},updateEntities,Update user entities,w,2,w,yours-noun,evidence,ok
exam3,semantria.com,PUT,/phrases.{content_type},updatePhrases,Updates sentiment-bearing phrases,w,2,w,floor,x-pile,ok
exam3,semantria.com,PUT,/queries.{content_type},updateQueries,Update queries,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,DELETE,/asm/groups/{group_id},DELETE_asm-groups-group_id,Delete a Suppression Group,x,3,x,other-noun,,ok
exam3,sendgrid.com,DELETE,/ips/pools/{pool_name}/ips/{ip},DELETE_ips-pools-pool_name-ips-ip,Remove an IP address from a pool,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,DELETE,/subusers/{subuser_name},DELETE_subusers-subuser_name,Delete a subuser,x,2,w,floor,x-pile,LEAK
exam3,sendgrid.com,DELETE,/suppression/invalid_emails/{email},DELETE_suppression-invalid_emails-email,Delete a specific invalid email,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,DELETE,/teammates/pending/{token},DELETE_v3-teammates-pending-token,Delete pending teammate,x,2,w,floor,x-pile,LEAK
exam3,sendgrid.com,DELETE,/verified_senders/{id},DELETE_verified_senders-id,Delete Verified Sender,w,2,w,yours-noun,evidence,ok
exam3,sendgrid.com,PATCH,/contactdb/lists/{list_id},PATCH_contactdb-lists-list_id,Update a List,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,PATCH,/marketing/segments/{segment_id},PATCH_marketing-segments-segment_id,Update Segment,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,PATCH,/partner_settings/new_relic,PATCH_partner_settings-new_relic,Updates New Relic partner settings.,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,PATCH,/subusers/{subuser_name},PATCH_subusers-subuser_name,Enable/disable a subuser,x,2,w,floor,x-pile,LEAK
exam3,sendgrid.com,PATCH,/tracking_settings/open,PATCH_tracking_settings-open,Update Open Tracking Settings,w,3,x,other-noun,,FALSE-ALARM
exam3,sendgrid.com,PATCH,/user/profile,PATCH_user-profile,Update a user's profile,w,3,x,other-noun,,FALSE-ALARM
exam3,sendgrid.com,PATCH,/user/settings/enforced_tls,PATCH_user-settings-enforced_tls,Update Enforced TLS settings,w,3,x,other-noun,,FALSE-ALARM
exam3,sendgrid.com,PUT,/api_keys/{api_key_id},PUT_api_keys-api_key_id,Update API key name and scopes,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,PUT,/subusers/{subuser_name}/monitor,PUT_subusers-subuser_name-monitor,Update Monitor Settings for a subuser,w,2,w,floor,x-pile,ok
exam3,sendgrid.com,PUT,/user/email,PUT_user-email,Update your account email address,w,3,x,other-noun,,FALSE-ALARM
exam3,shipengine.com,DELETE,/v1/connections/carriers/{carrier_name}/{carrier_id},disconnect_carrier,Disconnect a carrier,w,2,w,floor,x-pile,ok
exam3,shipengine.com,DELETE,/v1/environment/webhooks/{webhook_id},delete_webhook,Delete Webhook By ID,w,2,w,yours-noun,evidence,ok
exam3,shipengine.com,DELETE,/v1/packages/{package_id},delete_package_type,Delete A Custom Package By ID,w,2,w,floor,x-pile,ok
exam3,shipengine.com,DELETE,/v1/pickups/{pickup_id},delete_scheduled_pickup,Delete a Scheduled Pickup,x,3,x,other-noun,,ok
exam3,shipengine.com,DELETE,/v1/shipments/{shipment_id}/tags/{tag_name},untag_shipment,Remove Tag from Shipment,w,2,w,floor,x-pile,ok
exam3,shipengine.com,DELETE,/v1/tags/{tag_name},delete_tag,Delete Tag,w,2,w,yours-noun,evidence,ok
exam3,shipengine.com,DELETE,/v1/warehouses/{warehouse_id},delete_warehouse,Delete Warehouse By ID,w,2,w,floor,x-pile,ok
exam3,shipengine.com,PATCH,/v1/insurance/shipsurance/add_funds,add_funds_to_insurance,Add Funds To Insurance,x,2,w,floor,x-pile,LEAK
exam3,shipengine.com,PUT,/v1/batches/{batch_id},update_batch,Update Batch By Id,w,2,w,floor,x-pile,ok
exam3,shipengine.com,PUT,/v1/connections/carriers/{carrier_name}/{carrier_id}/settings,update_carrier_settings,Update carrier settings,w,2,w,floor,x-pile,ok
exam3,shipengine.com,PUT,/v1/labels/{label_id}/void,void_label,Void a Label By ID,x,2,w,floor,x-pile,LEAK
exam3,shipengine.com,PUT,/v1/shipments/recognize,parse_shipment,Parse shipping info,r,2,w,floor,x-pile,OVER-TIGHT
exam3,shipengine.com,PUT,/v1/tags/{tag_name}/{new_tag_name},rename_tag,Update Tag Name,w,2,w,yours-noun,evidence,ok
exam3,shipengine.com,PUT,/v1/warehouses/{warehouse_id},update_warehouse,Update Warehouse By Id,w,2,w,floor,x-pile,ok
exam3,shipengine.com,PUT,/v1/warehouses/{warehouse_id}/settings,update_warehouse_settings,Update Warehouse Settings,w,2,w,floor,x-pile,ok
exam3,shop-pro.jp,DELETE,/appstore/v1/script_tags/{scriptTagId}.json,deleteScriptTag,スクリプトタグの削除,w,2,w,floor,x-pile,ok
exam3,shop-pro.jp,DELETE,/v1/inline_script_tags/{inlineScriptTagId}.json,deleteInlineScriptTag,インラインスクリプトタグの削除,w,2,w,floor,x-pile,ok
exam3,shop-pro.jp,DELETE,/v1/script_tags/{scriptTagId}.json,,スクリプトタグの削除,w,2,w,yours-noun,evidence,ok
exam3,shop-pro.jp,PUT,/appstore/v1/script_tags/{scriptTagId}.json,updateShopScriptTag,スクリプトタグの更新,w,2,w,floor,x-pile,ok
exam3,shop-pro.jp,PUT,/v1/script_tags/{scriptTagId}.json,updateScriptTag,スクリプトタグの更新,w,2,w,floor,x-pile,ok
exam3,shorten.rest,PUT,/aliases,UpdateAlias,Update alias,w,2,w,floor,x-pile,ok
exam3,shotstack.io,DELETE,/assets/{id},deleteAsset,Delete Asset,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/audio/collections/{id},deleteTrackCollection,Delete audio collections,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/audio/collections/{id}/items,deleteTrackCollectionItems,Remove audio tracks from collections,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/catalog/collections/{collection_id},deleteCollection,Delete catalog collections,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/catalog/collections/{collection_id}/items,deleteFromCollection,Remove items from catalog collection,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/images/collections/{id}/items,deleteImageCollectionItems,Remove images from collections,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,DELETE,/v2/videos/collections/{id},deleteVideoCollection,Delete video collections,w,2,w,yours-noun,evidence,ok
exam3,shutterstock.com,PATCH,/v2/catalog/collections/{collection_id},updateCollection,Update collection metadata,w,2,w,floor,x-pile,ok
exam3,signl4.com,DELETE,/scripts/instances/{instanceId},,Deletes a script instance.,w,2,w,floor,x-pile,ok
exam3,signl4.com,DELETE,/teams/{teamId}/memberships/{userId},,"Removes a user or invitation from a team, and may delete the user if he is not in any team.",x,3,x,other-noun,,ok
exam3,signl4.com,DELETE,/teams/{teamId}/schedules/{dutyId},,Delete a specific duty.,w,2,w,yours-noun,evidence,ok
exam3,signl4.com,DELETE,/webhooks/{webhookId},,Delete Webhook by Id,w,2,w,yours-noun,evidence,ok
exam3,signl4.com,PUT,/categories/{teamId}/{categoryId},,Update an existing category,w,2,w,yours-noun,evidence,ok
exam3,signl4.com,PUT,/prepaid/settings,,Update your subscription's current prepaid settings.,w,2,w,yours-noun,evidence,ok
exam3,signl4.com,PUT,/scripts/instances/{instanceId},,"Updates a given script instance, typically used for updating the configuration of a script.",w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/scripts/instances/{instanceId}/data,,Updates custom data of a given script instance which includes its display name.,w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/subscriptions/{subscriptionId}/prepaidSettings,,Update a subscription's current prepaid settings.,w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/subscriptions/{subscriptionId}/profile,,Updates a subscriptions profile.,w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/teams/{teamId}/memberships/{userId},,Update user's team membership.,x,3,x,other-noun,,ok
exam3,signl4.com,PUT,/teams/{teamId}/profile,,Updates team profile of a team,w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/users/{userId}/changePassword,,Updates the password of a user,x,2,w,floor,x-pile,LEAK
exam3,signl4.com,PUT,/users/{userId}/profile,,Updates user profile of an user,w,2,w,floor,x-pile,ok
exam3,signl4.com,PUT,/webhooks/{webhookId},,Update Webhook by Id,w,2,w,yours-noun,evidence,ok
exam3,sinao.app,DELETE,/apps/{appId}/access/{userId},app.policies.delete,Delete police for an user,x,2,w,floor,x-pile,LEAK
exam3,sinao.app,DELETE,/apps/{appId}/access/invite/{id},app.policies.invitations.delete,Delete an invitation,x,3,x,other-noun,,ok
