provider,method,path,operationId,summary,class,step,rule,flag
datadog,PUT,/api/v1/integration/webhooks/configuration/webhooks/{webhook_name},UpdateWebhooksIntegration,Update a webhook,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/integration/webhooks/configuration/webhooks/{webhook_name},DeleteWebhooksIntegration,Delete a webhook,w,2,yours-noun,evidence
datadog,POST,/api/v1/logs-queries/list,ListLogs,Search logs,r,1,read-verb,
datadog,GET,/api/v1/logs/config/index-order,GetLogsIndexOrder,Get indexes order,r,1,method,
datadog,PUT,/api/v1/logs/config/index-order,UpdateLogsIndexOrder,Update indexes order,x,3,other-noun,
datadog,GET,/api/v1/logs/config/indexes,ListLogIndexes,Get all indexes,r,1,method,
datadog,POST,/api/v1/logs/config/indexes,CreateLogsIndex,Create an index,x,3,floor,
datadog,GET,/api/v1/logs/config/indexes/{name},GetLogsIndex,Get an index,r,1,method,
datadog,PUT,/api/v1/logs/config/indexes/{name},UpdateLogsIndex,Update an index,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/logs/config/indexes/{name},DeleteLogsIndex,Delete an index,w,2,yours-noun,evidence
datadog,GET,/api/v1/logs/config/pipeline-order,GetLogsPipelineOrder,Get pipeline order,r,1,method,
datadog,PUT,/api/v1/logs/config/pipeline-order,UpdateLogsPipelineOrder,Update pipeline order,x,3,other-noun,
datadog,GET,/api/v1/logs/config/pipelines,ListLogsPipelines,Get all pipelines,r,1,method,
datadog,POST,/api/v1/logs/config/pipelines,CreateLogsPipeline,Create a pipeline,x,3,floor,
datadog,GET,/api/v1/logs/config/pipelines/{pipeline_id},GetLogsPipeline,Get a pipeline,r,1,method,
datadog,PUT,/api/v1/logs/config/pipelines/{pipeline_id},UpdateLogsPipeline,Update a pipeline,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/logs/config/pipelines/{pipeline_id},DeleteLogsPipeline,Delete a pipeline,w,2,yours-noun,evidence
datadog,GET,/api/v1/metrics,ListActiveMetrics,Get active metrics list,r,1,method,
datadog,GET,/api/v1/metrics/{metric_name},GetMetricMetadata,Get metric metadata,r,1,method,
datadog,PUT,/api/v1/metrics/{metric_name},UpdateMetricMetadata,Edit metric metadata,w,2,floor,x-pile
datadog,GET,/api/v1/monitor,ListMonitors,Get all monitors,r,1,method,
datadog,POST,/api/v1/monitor,CreateMonitor,Create a monitor,x,3,floor,
datadog,GET,/api/v1/monitor/can_delete,CheckCanDeleteMonitor,Check if a monitor can be deleted,r,1,method,
datadog,GET,/api/v1/monitor/groups/search,SearchMonitorGroups,Monitors group search,r,1,method,
datadog,GET,/api/v1/monitor/search,SearchMonitors,Monitors search,r,1,method,
datadog,POST,/api/v1/monitor/validate,ValidateMonitor,Validate a monitor,x,3,floor,
datadog,GET,/api/v1/monitor/{monitor_id},GetMonitor,Get a monitor's details,r,1,method,
datadog,PUT,/api/v1/monitor/{monitor_id},UpdateMonitor,Edit a monitor,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/monitor/{monitor_id},DeleteMonitor,Delete a monitor,w,2,yours-noun,evidence
datadog,GET,/api/v1/monitor/{monitor_id}/downtimes,ListMonitorDowntimes,Get active downtimes for a monitor,r,1,method,
datadog,POST,/api/v1/monitor/{monitor_id}/validate,ValidateExistingMonitor,Validate an existing monitor,x,3,floor,
datadog,GET,/api/v1/monthly_custom_reports,GetMonthlyCustomReports,Get the list of available monthly custom reports,r,1,method,
datadog,GET,/api/v1/monthly_custom_reports/{report_id},GetSpecifiedMonthlyCustomReports,Get specified monthly custom reports,r,1,method,
datadog,GET,/api/v1/notebooks,ListNotebooks,Get all notebooks,r,1,method,
datadog,POST,/api/v1/notebooks,CreateNotebook,Create a notebook,x,3,floor,
datadog,GET,/api/v1/notebooks/{notebook_id},GetNotebook,Get a notebook,r,1,method,
datadog,PUT,/api/v1/notebooks/{notebook_id},UpdateNotebook,Update a notebook,w,2,floor,x-pile
datadog,DELETE,/api/v1/notebooks/{notebook_id},DeleteNotebook,Delete a notebook,w,2,floor,x-pile
datadog,GET,/api/v1/org,ListOrgs,List your managed organizations,r,1,method,
datadog,POST,/api/v1/org,CreateChildOrg,Create a child organization,x,3,floor,
datadog,GET,/api/v1/org/{public_id},GetOrg,Get organization information,r,1,method,
datadog,PUT,/api/v1/org/{public_id},UpdateOrg,Update your organization,x,3,other-noun,
datadog,POST,/api/v1/org/{public_id}/downgrade,DowngradeOrg,Spin-off Child Organization,x,3,floor,
datadog,POST,/api/v1/org/{public_id}/idp_metadata,UploadIdPForOrg,Upload IdP metadata,x,3,floor,
datadog,GET,/api/v1/query,QueryMetrics,Query timeseries points,r,1,method,
datadog,GET,/api/v1/search,ListMetrics,Search metrics,r,1,method,
datadog,PATCH,/api/v1/security_analytics/signals/{signal_id}/add_to_incident,AddSecurityMonitoringSignalToIncident,Add a security signal to an incident,x,3,other-noun,
datadog,PATCH,/api/v1/security_analytics/signals/{signal_id}/assignee,EditSecurityMonitoringSignalAssignee,Modify the triage assignee of a security signal,x,3,other-noun,
datadog,PATCH,/api/v1/security_analytics/signals/{signal_id}/state,EditSecurityMonitoringSignalState,Change the triage state of a security signal,x,3,other-noun,
datadog,POST,/api/v1/series,SubmitMetrics,Submit metrics,x,3,floor,
datadog,GET,/api/v1/slo,ListSLOs,Get all SLOs,r,1,method,
datadog,POST,/api/v1/slo,CreateSLO,Create an SLO object,x,3,floor,
datadog,POST,/api/v1/slo/bulk_delete,DeleteSLOTimeframeInBulk,Bulk Delete SLO Timeframes,x,3,floor,
datadog,GET,/api/v1/slo/can_delete,CheckCanDeleteSLO,Check if SLOs can be safely deleted,r,1,method,
datadog,GET,/api/v1/slo/correction,ListSLOCorrection,Get all SLO corrections,r,1,method,
datadog,POST,/api/v1/slo/correction,CreateSLOCorrection,Create an SLO correction,x,3,floor,
datadog,GET,/api/v1/slo/correction/{slo_correction_id},GetSLOCorrection,Get an SLO correction for an SLO,r,1,method,
datadog,DELETE,/api/v1/slo/correction/{slo_correction_id},DeleteSLOCorrection,Delete an SLO correction,w,2,floor,x-pile
datadog,PATCH,/api/v1/slo/correction/{slo_correction_id},UpdateSLOCorrection,Update an SLO correction,w,2,floor,x-pile
datadog,GET,/api/v1/slo/search,SearchSLO,Search for SLOs,r,1,method,
datadog,GET,/api/v1/slo/{slo_id},GetSLO,Get an SLO's details,r,1,method,
datadog,PUT,/api/v1/slo/{slo_id},UpdateSLO,Update an SLO,w,2,floor,x-pile
datadog,DELETE,/api/v1/slo/{slo_id},DeleteSLO,Delete an SLO,w,2,floor,x-pile
datadog,GET,/api/v1/slo/{slo_id}/corrections,GetSLOCorrections,Get Corrections For an SLO,r,1,method,
datadog,GET,/api/v1/slo/{slo_id}/history,GetSLOHistory,Get an SLO's history,r,1,method,
datadog,GET,/api/v1/synthetics/ci/batch/{batch_id},GetSyntheticsCIBatch,Get details of batch,r,1,method,
datadog,GET,/api/v1/synthetics/locations,ListLocations,Get all locations (public and private),r,1,method,
datadog,POST,/api/v1/synthetics/private-locations,CreatePrivateLocation,Create a private location,x,3,floor,
datadog,GET,/api/v1/synthetics/private-locations/{location_id},GetPrivateLocation,Get a private location,r,1,method,
datadog,PUT,/api/v1/synthetics/private-locations/{location_id},UpdatePrivateLocation,Edit a private location,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/synthetics/private-locations/{location_id},DeletePrivateLocation,Delete a private location,w,2,yours-noun,evidence
datadog,GET,/api/v1/synthetics/settings/default_locations,GetSyntheticsDefaultLocations,Get the default locations,r,1,method,
datadog,GET,/api/v1/synthetics/tests,ListTests,Get the list of all Synthetic tests,r,1,method,
datadog,POST,/api/v1/synthetics/tests/api,CreateSyntheticsAPITest,Create an API test,x,3,floor,
datadog,GET,/api/v1/synthetics/tests/api/{public_id},GetAPITest,Get an API test,r,1,method,
datadog,PUT,/api/v1/synthetics/tests/api/{public_id},UpdateAPITest,Edit an API test,w,2,floor,x-pile
datadog,POST,/api/v1/synthetics/tests/browser,CreateSyntheticsBrowserTest,Create a browser test,x,3,floor,
datadog,GET,/api/v1/synthetics/tests/browser/{public_id},GetBrowserTest,Get a browser test,r,1,method,
datadog,PUT,/api/v1/synthetics/tests/browser/{public_id},UpdateBrowserTest,Edit a browser test,w,2,floor,x-pile
datadog,GET,/api/v1/synthetics/tests/browser/{public_id}/results,GetBrowserTestLatestResults,Get a browser test's latest results summaries,r,1,method,
datadog,GET,/api/v1/synthetics/tests/browser/{public_id}/results/{result_id},GetBrowserTestResult,Get a browser test result,r,1,method,
datadog,POST,/api/v1/synthetics/tests/delete,DeleteTests,Delete tests,x,3,floor,
datadog,POST,/api/v1/synthetics/tests/mobile,CreateSyntheticsMobileTest,Create a mobile test,x,3,floor,
datadog,GET,/api/v1/synthetics/tests/mobile/{public_id},GetMobileTest,Get a mobile test,r,1,method,
datadog,PUT,/api/v1/synthetics/tests/mobile/{public_id},UpdateMobileTest,Edit a mobile test,w,2,floor,x-pile
datadog,GET,/api/v1/synthetics/tests/search,SearchTests,Search Synthetic tests,r,1,method,
datadog,POST,/api/v1/synthetics/tests/trigger,TriggerTests,Trigger Synthetic tests,x,3,floor,
datadog,POST,/api/v1/synthetics/tests/trigger/ci,TriggerCITests,Trigger tests from CI/CD pipelines,x,3,floor,
datadog,POST,/api/v1/synthetics/tests/uptimes,FetchUptimes,Fetch uptime for multiple tests,r,1,read-verb,
datadog,GET,/api/v1/synthetics/tests/{public_id},GetTest,Get a test configuration,r,1,method,
datadog,PATCH,/api/v1/synthetics/tests/{public_id},PatchTest,Patch a Synthetic test,w,2,yours-noun,evidence
datadog,GET,/api/v1/synthetics/tests/{public_id}/results,GetAPITestLatestResults,Get an API test's latest results summaries,r,1,method,
datadog,GET,/api/v1/synthetics/tests/{public_id}/results/{result_id},GetAPITestResult,Get an API test result,r,1,method,
datadog,PUT,/api/v1/synthetics/tests/{public_id}/status,UpdateTestPauseStatus,Pause or start a test,w,2,floor,x-pile
datadog,GET,/api/v1/synthetics/variables,ListGlobalVariables,Get all global variables,r,1,method,
datadog,POST,/api/v1/synthetics/variables,CreateGlobalVariable,Create a global variable,x,3,floor,
datadog,GET,/api/v1/synthetics/variables/{variable_id},GetGlobalVariable,Get a global variable,r,1,method,
datadog,PUT,/api/v1/synthetics/variables/{variable_id},EditGlobalVariable,Edit a global variable,w,2,yours-noun,evidence
datadog,DELETE,/api/v1/synthetics/variables/{variable_id},DeleteGlobalVariable,Delete a global variable,w,2,yours-noun,evidence
datadog,GET,/api/v1/tags/hosts,ListHostTags,Get All Host Tags,r,1,method,
datadog,GET,/api/v1/tags/hosts/{host_name},GetHostTags,Get Host Tags,r,1,method,
datadog,PUT,/api/v1/tags/hosts/{host_name},UpdateHostTags,Update host tags,w,2,floor,x-pile
datadog,POST,/api/v1/tags/hosts/{host_name},CreateHostTags,Add tags to a host,x,3,floor,
datadog,DELETE,/api/v1/tags/hosts/{host_name},DeleteHostTags,Remove host tags,w,2,floor,x-pile
datadog,GET,/api/v1/usage/analyzed_logs,GetUsageAnalyzedLogs,Get hourly usage for analyzed logs,r,1,method,
datadog,GET,/api/v1/usage/audit_logs,GetUsageAuditLogs,Get hourly usage for audit logs,r,1,method,
datadog,GET,/api/v1/usage/aws_lambda,GetUsageLambda,Get hourly usage for Lambda,r,1,method,
datadog,GET,/api/v1/usage/billable-summary,GetUsageBillableSummary,Get billable usage across your account,r,1,method,
datadog,GET,/api/v1/usage/ci-app,GetUsageCIApp,Get hourly usage for CI visibility,r,1,method,
datadog,GET,/api/v1/usage/cspm,GetUsageCloudSecurityPostureManagement,Get hourly usage for CSM Pro,r,1,method,
datadog,GET,/api/v1/usage/cws,GetUsageCWS,Get hourly usage for cloud workload security,r,1,method,
datadog,GET,/api/v1/usage/dbm,GetUsageDBM,Get hourly usage for database monitoring,r,1,method,
datadog,GET,/api/v1/usage/fargate,GetUsageFargate,Get hourly usage for Fargate,r,1,method,
datadog,GET,/api/v1/usage/hosts,GetUsageHosts,Get hourly usage for hosts and containers,r,1,method,
datadog,GET,/api/v1/usage/hourly-attribution,GetHourlyUsageAttribution,Get hourly usage attribution,r,1,method,
datadog,GET,/api/v1/usage/incident-management,GetIncidentManagement,Get hourly usage for incident management,r,1,method,
datadog,GET,/api/v1/usage/indexed-spans,GetUsageIndexedSpans,Get hourly usage for indexed spans,r,1,method,
datadog,GET,/api/v1/usage/ingested-spans,GetIngestedSpans,Get hourly usage for ingested spans,r,1,method,
datadog,GET,/api/v1/usage/iot,GetUsageInternetOfThings,Get hourly usage for IoT,r,1,method,
datadog,GET,/api/v1/usage/logs,GetUsageLogs,Get hourly usage for logs,r,1,method,
datadog,GET,/api/v1/usage/logs-by-retention,GetUsageLogsByRetention,Get hourly logs usage by retention,r,1,method,
datadog,GET,/api/v1/usage/logs_by_index,GetUsageLogsByIndex,Get hourly usage for logs by index,r,1,method,
datadog,GET,/api/v1/usage/monthly-attribution,GetMonthlyUsageAttribution,Get monthly usage attribution,r,1,method,
datadog,GET,/api/v1/usage/network_flows,GetUsageNetworkFlows,get hourly usage for network flows,r,1,method,
datadog,GET,/api/v1/usage/network_hosts,GetUsageNetworkHosts,Get hourly usage for network hosts,r,1,method,
datadog,GET,/api/v1/usage/online-archive,GetUsageOnlineArchive,Get hourly usage for online archive,r,1,method,
datadog,GET,/api/v1/usage/profiling,GetUsageProfiling,Get hourly usage for profiled hosts,r,1,method,
datadog,GET,/api/v1/usage/rum,GetUsageRumUnits,Get hourly usage for RUM units,r,1,method,
datadog,GET,/api/v1/usage/rum_sessions,GetUsageRumSessions,Get hourly usage for RUM sessions,r,1,method,
datadog,GET,/api/v1/usage/sds,GetUsageSDS,Get hourly usage for sensitive data scanner,r,1,method,
datadog,GET,/api/v1/usage/snmp,GetUsageSNMP,Get hourly usage for SNMP devices,r,1,method,
datadog,GET,/api/v1/usage/summary,GetUsageSummary,Get usage across your account,r,1,method,
datadog,GET,/api/v1/usage/synthetics,GetUsageSynthetics,Get hourly usage for synthetics checks,r,1,method,
datadog,GET,/api/v1/usage/synthetics_api,GetUsageSyntheticsAPI,Get hourly usage for synthetics API checks,r,1,method,
datadog,GET,/api/v1/usage/synthetics_browser,GetUsageSyntheticsBrowser,Get hourly usage for synthetics browser checks,r,1,method,
datadog,GET,/api/v1/usage/timeseries,GetUsageTimeseries,Get hourly usage for custom metrics,r,1,method,
datadog,GET,/api/v1/usage/top_avg_metrics,GetUsageTopAvgMetrics,Get all custom metrics by hourly average,r,1,method,
datadog,GET,/api/v1/user,ListUsers,List all users,r,1,method,
datadog,POST,/api/v1/user,CreateUser,Create a user,x,3,floor,
datadog,GET,/api/v1/user/{user_handle},GetUser,Get user details,r,1,method,
datadog,PUT,/api/v1/user/{user_handle},UpdateUser,Update a user,x,3,other-noun,
datadog,DELETE,/api/v1/user/{user_handle},DisableUser,Disable a user,x,3,other-noun,
datadog,GET,/api/v1/validate,Validate,Validate API key,r,1,method,
datadog,POST,/v1/input,SubmitLog,Send logs,x,3,floor,
intercom,GET,/me,identifyAdmin,Identify an admin,r,1,method,
intercom,GET,/macros/{id},getMacro,Retrieve a macro,r,1,method,
intercom,GET,/macros,listMacros,List all macros,r,1,method,
intercom,PUT,/admins/{admin_id}/away,setAwayAdmin,Set an admin to away,x,3,other-noun,
intercom,GET,/admins/activity_logs,listActivityLogs,List all activity logs,r,1,method,
intercom,POST,/admins/activity_logs/search,searchActivityLogs,Search activity logs,r,1,read-verb,
intercom,GET,/admins/activity_log_event_types,listActivityLogEventTypes,List all activity log event types,r,1,method,
intercom,GET,/admins,listAdmins,List all admins,r,1,method,
intercom,GET,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions/{id},getOfficeHoursException,Retrieve an office hours exception,r,1,method,
intercom,PUT,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions/{id},updateOfficeHoursException,Update an office hours exception,w,2,floor,x-pile
intercom,DELETE,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions/{id},deleteOfficeHoursException,Delete an office hours exception,w,2,floor,x-pile
intercom,GET,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions,listOfficeHoursExceptions,List all office hours exceptions,r,1,method,
intercom,POST,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions,createOfficeHoursException,Create an office hours exception,x,3,floor,
intercom,GET,/office_hours_schedules/{id},getOfficeHoursSchedule,Retrieve an office hours schedule,r,1,method,
intercom,PUT,/office_hours_schedules/{id},updateOfficeHoursSchedule,Update an office hours schedule,w,2,floor,x-pile
intercom,DELETE,/office_hours_schedules/{id},deleteOfficeHoursSchedule,Delete an office hours schedule,w,2,floor,x-pile
intercom,GET,/office_hours_schedules,listOfficeHoursSchedules,List all office hours schedules,r,1,method,
intercom,POST,/office_hours_schedules,createOfficeHoursSchedule,Create an office hours schedule,x,3,floor,
intercom,GET,/admins/{admin_id},retrieveAdmin,Retrieve an admin,r,1,method,
intercom,GET,/ai/content_import_sources,listContentImportSources,List content import sources,r,1,method,
intercom,POST,/ai/content_import_sources,createContentImportSource,Create a content import source,x,3,floor,
intercom,GET,/ai/content_import_sources/{source_id},getContentImportSource,Retrieve a content import source,r,1,method,
intercom,PUT,/ai/content_import_sources/{source_id},updateContentImportSource,Update a content import source,w,2,yours-noun,evidence
intercom,DELETE,/ai/content_import_sources/{source_id},deleteContentImportSource,Delete a content import source,w,2,yours-noun,evidence
intercom,GET,/ai/external_pages,listExternalPages,List external pages,r,1,method,
intercom,POST,/ai/external_pages,createExternalPage,Create an external page (or update an external page by external ID),x,3,floor,
intercom,GET,/ai/external_pages/{page_id},getExternalPage,Retrieve an external page,r,1,method,
intercom,PUT,/ai/external_pages/{page_id},updateExternalPage,Update an external page,w,2,floor,x-pile
intercom,DELETE,/ai/external_pages/{page_id},deleteExternalPage,Delete an external page,w,2,floor,x-pile
intercom,GET,/articles,listArticles,List all articles,r,1,method,
intercom,POST,/articles,createArticle,Create an article,x,3,floor,
intercom,GET,/articles/{article_id},retrieveArticle,Retrieve an article,r,1,method,
intercom,PUT,/articles/{article_id},updateArticle,Update an article,w,2,yours-noun,evidence
intercom,DELETE,/articles/{article_id},deleteArticle,Delete an article,w,2,yours-noun,evidence
intercom,GET,/articles/{id}/draft,retrieveArticleDraft,Retrieve an article draft,r,1,method,
intercom,PUT,/articles/{id}/draft,stageArticleDraft,Stage an article draft,x,3,other-noun,
intercom,POST,/articles/{id}/draft/publish,publishArticleDraft,Publish an article draft,x,3,floor,
intercom,POST,/articles/{article_id}/tags,attachTagToArticle,Add a tag to an article,x,3,floor,
intercom,DELETE,/articles/{article_id}/tags/{id},detachTagFromArticle,Remove a tag from an article,w,2,yours-noun,evidence
intercom,GET,/articles/{article_id}/versions,listArticleVersions,List article versions,r,1,method,
intercom,GET,/articles/{article_id}/versions/{id},retrieveArticleVersion,Retrieve an article version,r,1,method,
intercom,GET,/articles/search,searchArticles,Search for articles,r,1,method,
intercom,GET,/away_status_reasons,listAwayStatusReasons,List all away status reasons,r,1,method,
intercom,GET,/audiences,listAudiences,List all audiences,r,1,method,
intercom,POST,/audiences,createAudience,Create an audience,x,3,floor,
intercom,GET,/audiences/{id},retrieveAudience,Retrieve an audience,r,1,method,
intercom,PUT,/audiences/{id},updateAudience,Update an audience,w,2,floor,x-pile
intercom,DELETE,/audiences/{id},deleteAudience,Delete an audience,w,2,floor,x-pile
intercom,POST,/export/reporting_data/enqueue,,Enqueue a new reporting data export job,x,3,floor,
intercom,GET,/export/reporting_data/{job_identifier},,Get export job status,r,1,method,
intercom,GET,/export/reporting_data/get_datasets,,List available datasets and attributes,r,1,method,
intercom,GET,/download/reporting_data/{job_identifier},,Download completed export job data,r,1,method,
intercom,POST,/fin/start,startFinConversation,Start a conversation with Fin,x,3,floor,
intercom,POST,/fin/reply,replyToFin,Reply to Fin,x,3,floor,
intercom,POST,/fin/csat,submitFinCsat,Submit a CSAT rating,x,3,floor,
intercom,GET,/help_center/help_centers/{help_center_id}/redirects,listHelpCenterRedirects,List all redirects for a help center,r,1,method,
intercom,POST,/help_center/help_centers/{help_center_id}/redirects,createHelpCenterRedirect,Create a redirect,x,3,floor,
intercom,GET,/help_center/help_centers/{help_center_id}/redirects/{id},retrieveHelpCenterRedirect,Retrieve a redirect,r,1,method,
intercom,DELETE,/help_center/help_centers/{help_center_id}/redirects/{id},deleteHelpCenterRedirect,Delete a redirect,w,2,floor,x-pile
intercom,GET,/help_center/collections,listAllCollections,List all collections,r,1,method,
intercom,POST,/help_center/collections,createCollection,Create a collection,x,3,floor,
intercom,GET,/help_center/collections/{collection_id},retrieveCollection,Retrieve a collection,r,1,method,
intercom,PUT,/help_center/collections/{collection_id},updateCollection,Update a collection,w,2,yours-noun,evidence
intercom,DELETE,/help_center/collections/{collection_id},deleteCollection,Delete a collection,w,2,yours-noun,evidence
intercom,GET,/help_center/help_centers/{help_center_id},retrieveHelpCenter,Retrieve a Help Center,r,1,method,
intercom,GET,/help_center/help_centers,listHelpCenters,List all Help Centers,r,1,method,
intercom,GET,/internal_articles,listInternalArticles,List all articles,r,1,method,
intercom,POST,/internal_articles,createInternalArticle,Create an internal article,x,3,floor,
intercom,GET,/internal_articles/{internal_article_id},retrieveInternalArticle,Retrieve an internal article,r,1,method,
intercom,PUT,/internal_articles/{internal_article_id},updateInternalArticle,Update an internal article,w,2,yours-noun,evidence
intercom,DELETE,/internal_articles/{internal_article_id},deleteInternalArticle,Delete an internal article,w,2,yours-noun,evidence
intercom,POST,/internal_articles/{internal_article_id}/tags,attachTagToInternalArticle,Add a tag to an internal article,x,3,floor,
intercom,DELETE,/internal_articles/{internal_article_id}/tags/{id},detachTagFromInternalArticle,Remove a tag from an internal article,w,2,yours-noun,evidence
intercom,GET,/internal_articles/search,searchInternalArticles,Search for internal articles,r,1,method,
intercom,GET,/ip_allowlist,getIpAllowlist,Get IP allowlist settings,r,1,method,
intercom,PUT,/ip_allowlist,updateIpAllowlist,Update IP allowlist settings,w,2,yours-noun,evidence
intercom,GET,/companies,retrieveCompany,Retrieve companies,r,1,method,
intercom,POST,/companies,createOrUpdateCompany,Create or Update a company,x,3,floor,
intercom,GET,/companies/{company_id},RetrieveACompanyById,Retrieve a company by ID,r,1,method,
intercom,PUT,/companies/{company_id},UpdateCompany,Update a company,w,2,yours-noun,evidence
intercom,DELETE,/companies/{company_id},deleteCompany,Delete a company,w,2,yours-noun,evidence
intercom,GET,/companies/{company_id}/contacts,ListAttachedContacts,List attached contacts,r,1,method,
intercom,GET,/companies/{company_id}/segments,ListAttachedSegmentsForCompanies,List attached segments for companies,r,1,method,
intercom,GET,/companies/{company_id}/notes,listCompanyNotes,List all company notes,r,1,method,
intercom,POST,/companies/{company_id}/notes,createCompanyNote,Create a company note,x,3,floor,
intercom,POST,/companies/list,listAllCompanies,List all companies,r,1,read-verb,
intercom,GET,/companies/scroll,scrollOverAllCompanies,Scroll over all companies,r,1,method,
intercom,GET,/contacts/{contact_id}/companies,listCompaniesForAContact,List attached companies for contact,r,1,method,
intercom,POST,/contacts/{contact_id}/companies,attachContactToACompany,Attach a Contact to a Company,x,3,floor,
intercom,DELETE,/contacts/{contact_id}/companies/{company_id},detachContactFromACompany,Detach a contact from a company,w,2,floor,x-pile
intercom,GET,/contacts/{contact_id}/notes,listNotes,List all notes,r,1,method,
intercom,POST,/contacts/{contact_id}/notes,createNote,Create a note,x,3,floor,
intercom,GET,/contacts/{contact_id}/segments,listSegmentsForAContact,List attached segments for contact,r,1,method,
intercom,GET,/contacts/{contact_id}/subscriptions,listSubscriptionsForAContact,List subscriptions for a contact,r,1,method,
intercom,POST,/contacts/{contact_id}/subscriptions,attachSubscriptionTypeToContact,Add subscription to a contact,x,3,floor,
intercom,DELETE,/contacts/{contact_id}/subscriptions/{subscription_id},detachSubscriptionTypeToContact,Remove subscription from a contact,w,2,floor,x-pile
intercom,GET,/contacts/{contact_id}/tags,listTagsForAContact,List tags attached to a contact,r,1,method,
intercom,POST,/contacts/{contact_id}/tags,attachTagToContact,Add tag to a contact,x,3,floor,
intercom,DELETE,/contacts/{contact_id}/tags/{tag_id},detachTagFromContact,Remove tag from a contact,w,2,yours-noun,evidence
intercom,GET,/contacts/{contact_id},ShowContact,Get a contact,r,1,method,
intercom,PUT,/contacts/{contact_id},UpdateContact,Update a contact,w,2,yours-noun,evidence
intercom,DELETE,/contacts/{contact_id},DeleteContact,Delete a contact,w,2,yours-noun,evidence
intercom,POST,/contacts/merge,MergeContact,Merge a lead and a user,x,3,floor,
intercom,POST,/contacts/search,SearchContacts,Search contacts,r,1,read-verb,
intercom,GET,/contacts,ListContacts,List all contacts,r,1,method,
intercom,POST,/contacts,CreateContact,Create contact,x,3,floor,
intercom,GET,/contacts/find_by_external_id/{external_id},ShowContactByExternalId,Get a contact by External ID,r,1,method,
intercom,POST,/contacts/{contact_id}/archive,ArchiveContact,Archive contact,x,3,floor,
intercom,POST,/contacts/{contact_id}/unarchive,UnarchiveContact,Unarchive contact,x,3,floor,
intercom,GET,/contacts/{id}/banners,listContactBanners,List banners for a contact,r,1,method,
intercom,POST,/contacts/{id}/banners/{view_id}/dismiss,dismissContactBanner,Dismiss a banner for a contact,x,3,floor,
intercom,POST,/contacts/{contact_id}/block,BlockContact,Block contact,x,3,floor,
intercom,GET,/contacts/{id}/merge_history,ListContactMergeHistory,Get contact merge history,r,1,method,
intercom,POST,/content/bulk_actions,bulkContentActions,Run a bulk action on Knowledge Hub content,x,3,floor,
intercom,GET,/content/search,searchContent,Search knowledge base contents,r,1,method,
intercom,GET,/content_snippets,listContentSnippets,List all content snippets,r,1,method,
intercom,POST,/content_snippets,createContentSnippet,Create a content snippet,x,3,floor,
intercom,GET,/content_snippets/{id},getContentSnippet,Retrieve a content snippet,r,1,method,
intercom,PUT,/content_snippets/{id},updateContentSnippet,Update a content snippet,w,2,yours-noun,evidence
intercom,DELETE,/content_snippets/{id},deleteContentSnippet,Delete a content snippet,w,2,yours-noun,evidence
intercom,POST,/content_snippets/{content_snippet_id}/tags,attachTagToContentSnippet,Add a tag to a content snippet,x,3,floor,
intercom,DELETE,/content_snippets/{content_snippet_id}/tags/{id},detachTagFromContentSnippet,Remove a tag from a content snippet,w,2,yours-noun,evidence
intercom,POST,/conversations/{conversation_id}/tags,attachTagToConversation,Add tag to a conversation,x,3,floor,
intercom,DELETE,/conversations/{conversation_id}/tags/{tag_id},detachTagFromConversation,Remove tag from a conversation,w,2,floor,x-pile
intercom,GET,/conversations,listConversations,List all conversations,r,1,method,
intercom,POST,/conversations,createConversation,Creates a conversation,x,3,floor,
intercom,GET,/conversations/{conversation_id},retrieveConversation,Retrieve a conversation,r,1,method,
intercom,PUT,/conversations/{conversation_id},updateConversation,Update a conversation,w,2,floor,x-pile
intercom,DELETE,/conversations/{conversation_id},deleteConversation,Delete a conversation,w,2,floor,x-pile
intercom,POST,/conversations/search,searchConversations,Search conversations,r,1,read-verb,
intercom,POST,/conversations/{conversation_id}/reply,replyConversation,Reply to a conversation,x,3,floor,
intercom,POST,/conversations/{conversation_id}/parts,manageConversation,Manage a conversation,x,3,floor,
intercom,POST,/conversations/{conversation_id}/customers,attachContactToConversation,Attach a contact to a conversation,x,3,floor,
intercom,DELETE,/conversations/{conversation_id}/customers/{contact_id},detachContactFromConversation,Detach a contact from a group conversation,w,2,floor,x-pile
intercom,GET,/conversations/{id}/handling_events,listHandlingEvents,List handling events,r,1,method,
intercom,GET,/conversations/{id}/side_conversations,listSideConversations,List side conversations,r,1,method,
intercom,POST,/conversations/redact,redactConversation,Redact a conversation part,x,3,floor,
intercom,POST,/conversations/{id}/merge,mergeConversation,Merge a conversation,x,3,floor,
intercom,POST,/conversations/{conversation_id}/convert,convertConversationToTicket,Convert a conversation to a ticket,x,3,floor,
