repo,file,version,sha,path,method,operationId,summary,description,default_class
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions,POST,createSession,Create a Session Insights session,"Create a new insights session for monitoring application performance and network quality. The session can be used to send application-observed metrics, receive session quality scores asynchronously via notifications, and receive root cause analysis when quality degrades.  The session is created using a selected Application Profile, which defines the expected performance thresholds and other parameters.",x
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId},GET,getSession,Get session by sessionId,Retrieve the details of a specific session by its operator-assigned session ID.,r
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId},DELETE,deleteSession,Delete session,Delete an insights session by its operator-assigned session ID. This will stop all notifications and metric reporting for the session.,w
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/retrieve-sessions,POST,retrieveSessionsByDevice,Retrieve Session Insights sessions by device,"Retrieve all Session Insights sessions for a given device.  **Notes:** - This operation allows retrieving all active or historical sessions associated with a device. - It uses POST instead of GET to allow passing sensitive device identifiers in the body, per CAMARA guidelines. - The request must include a `device` object if using a two-legged token. If using a three-legged token, do not provide a `device` as the device is derived from the token.",x
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,Send session metrics,"Send application-observed session metrics to the API provider for the specified session. The API provider uses these metrics to evaluate session quality and delivers a session quality notification asynchronously to the session's configured sink. This operation returns 204 No Content to acknowledge receipt; the resulting quality score is delivered via notification, not in this response.",x
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions,POST,createSimSwapSubscription,Create a sim swap event subscription for a phone number,Create a sim swap event subscription for a phone number,x
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions,GET,retrieveSubscriptionList,Retrieve a list of sim swap event subscription,Retrieve a list of sim swap event subscription(s),r
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions/{subscriptionId},GET,retrieveSubscription,Retrieve a sim swap event subscription for a phone number,retrieve event subscription information for a given subscription.,r
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions/{subscriptionId},DELETE,deleteSubscription,Delete a sim swap event subscription,delete a  given event subscription.,w
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/retrieve-date,POST,retrieveSimSwapDate,Retrieve SIM swap date,Get timestamp of last SIM swap event for a mobile user account provided with phone number.,x
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/check,POST,checkSimSwap,Check SIM swap,Check if SIM swap has been performed during a past period,x
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/retrieve-age-band,POST,retrieveSimSwapAgeBand,Retrieve SIM swap age band,"Returns a standardized `simSwapAgeBand` value indicating how recently a SIM swap occurred, expressed as a time band.  This operation is an alternative way to expose SIM swap recency for API providers that do not expose the exact SIM swap date. It does not return the actual SIM swap date, and is not expected to be supported in addition to `check` and `retrieve-date`; support depends on the provider's available capabilities and commercial use case.  The returned value is a technical network signal indicating recency. Consuming parties apply their own decisioning outside the API contract. Value `",x
SimpleEdgeDiscovery,simple-edge-discovery.yaml,wip,5cc97ff19a7ffc0b8073cf63e4b69d21515ab564,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,Returns the name of the Edge Cloud Zone closest to user device identified in the request.,"On receiving this request, the network will return the name of the Edge Cloud Zone with the shortest network path to the end user device identified in the request.",x
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship,POST,startSponsorship,Start Sponsorship Session Request,"This operation requests the sponsorship for a subscriber in a specific campaign, allowing them to use sponsored data within the limits set by this request or those defined in the campaign onboarding declaration by default.",x
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,Sponsorship Session Status Inquiry,"Queries detailed information about a sponsorship session for a specific campaign and sponsor. NOTES: The access token for this query must be a 2-legged token, and the sponsor must have been previously authorized with a 3-legged token at the time of session initiation. The session must have been created by the same API client indicated in the access token.",r
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,Revocation of Sponsorship,"This operation revokes an active sponsorship, preventing further use of sponsored data for the subscriber.",w
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,"Campaign Status Inquiry [active, paused, concluded], data volume balance.","Retrieves the current status of a specific sponsorship campaign for a given sponsor. Provides information such as whether the campaign is active, paused, or completed, along with key metadata like start and end dates, data volume limits, and any configured alerts. This endpoint allows sponsoring companies to monitor the progress and operational state of their campaigns.",r
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,Query of Active Sponsorships,Returns the list of users currently benefiting from sponsored data under a specific campaign. Each entry includes identifiers and session information to track which end users are actively consuming sponsored data. Useful for reporting and campaign analytics.,r
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,Campaigns - Subscription to Alert y Notifications,"This operation enables Sponsors (EPs) to subscribe to receive notifications related to campaigns. With the subscription, the EP provides a webhook URL and a token, which will be used by the API Gateway to send notifications related to the campaign. In this API version, only two types of alerts are provided:   - Notification for consuming more than 80% of the contracted data volume.   - Notification for campaign validity expiration.   - Notification for campaign data volume exhausted.   - Alerts for network failures will be addressed in future versions.",x
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/management,POST,manageCampaign,Campaign Management,"This operation allows pausing or resuming a campaign based on the action parameter provided in the request body. The possible values for action are:   - PAUSE to temporarily halt new sponsorships (ongoing sponsorships will continue until completion).   - RESUME to reactivate the campaign. If the campaign has already ended, the API will respond with a 400 error, indicating that the campaign is finished and cannot be modified. Pausing a campaign does not extend its end date or overall duration.",x
SubscriptionStatus,subscription-status.yaml,wip,9adaaa9a815eb8ce3b58c5281a013361b4da2ad9,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,Retrieve subscription status of a phone number,"Obtain the business subscription status of the provided phone number, including Voice/SMS inbound, Voice/SMS outbound, and data service status.",x
Tenure,kyc-tenure.yaml,wip,81c5522a6191882f85c30ab7f09d81927dcbf11b,/check-tenure,POST,checkTenure,The KYC Tenure service API,"Verifies a specified length of tenure, based on a provided date, for a network subscriber to establish a level of trust for the network subscription identifier.",x
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences,GET,getAllTrafficInfluences,Retries existing TrafficInfluence Resources,Reads all of the active TrafficInfluence resources owned by the same API Consumer,r
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences,POST,postTrafficInfluence,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for any user.,"Takes as input an object containing the intents from the API Consumer and creates a TrafficInfluence resource accordingly. The trafficInfluenceID parameter, that is part of the object, must not be valorized when creating a new resource. For this reason the trafficInfluenceID parameter must be avoided in the object, anyway it will be ignored by the API Producer. It is automatically generated by the system and returned in the response.",x
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influence-devices,POST,postTrafficInfluenceDevice,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for a specific user.,"Takes as input an object containing the intents from the API Consumer and creates a TrafficInfluence resource accordingly. The trafficInfluenceID parameter, that is part of the object, must not be valorized when creating a new resource. For this reason the trafficInfluenceID parameter must be avoided in the object, anyway it will be ignored by the API Producer. It is automatically generated by the system and returned in the response.",x
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,Reads a specific TrafficInfluence resource identified by the trafficInfluenceID value.,"Returns a specific TrafficInfluence resources owned by the same API Consumer. For privacy reasons, if a resource is related to a user, the parameter Device is not exchanged.",r
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,"updates a specific TrafficInfluence resource, identified by the trafficInfluenceID value. If used for a specific user, the Device parameter can not be modified.","The resource identified by the trafficInfluenceID value can be modified. Before the PATCH can be invoked the status (state) of the resource must be ""active"". If not an error code 409 (DENIED_WAIT) is returned.",x
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,Delete an existing TrafficInfluence resource,"invoked by the API Consumer to stop influencing the traffic, deleting a TrafficInfluence resource previously created. The notification will be sent via Cloud Event with the information already available in the TrafficInfluence resource identified by ""trafficInfluenceID"".",w
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations,POST,createRegistration,Register new brand information in the service platform,Register new brand information with optional call verification request.,x
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations,GET,readRegistrations,Read existing brand registrations from the service platform,"Read existing brand registrations from the service platform.  ## Filtering  The following query parameters are RECOMMENDED filters for this operation. They are all optional. API providers MAY implement any subset of them based on their capabilities; the supported set for a given provider is documented on that provider's Exposition Gateway ""Getting Started"" page (filter support is not intended to be discovered through HTTP error responses).  - `customerId` - filter by enterprise/brand owner identifier. - `displayName` - filter by the display name registered for the brand. - `status` - filter by",r
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},GET,readRegistration,Read an existing brand registration from the service platform,Read an existing brand registration from the service platform,r
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},DELETE,deleteRegistration,Delete an existing brand registration from the service platform,Delete an existing brand registration from the service platform,w
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},PUT,updateRegistration,Update an existing brand registration in the service platform,Update an existing brand registration,w
VerifiedCaller,verified-caller.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/pre-announce,POST,createPreAnnouncement,Create a call pre-announcement in the service platform,Create a call pre-announcement for a Calling and a Called Party that will remain valid for a specified duration.,x
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,POST,createSession,Creates voice and/or video session,Creates a voice and/or video session,x
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId},GET,getSessionDetailsById,Get the media session information,Get the media Session description based on `mediaSessionId`.  ** The client shall construct the API path using the `mediaSessionId` supplied in the session creation response (origination) or in the invitation notification (termination). **,r
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId},DELETE,deleteSessionById,Cancel or Terminate the media session,"Cancel a 1-1 media session (as originator), Decline a 1-1 media session (as receiver), Terminate a 1-1 an ongoing media session ** The client shall construct the API path using the mediaSessionId supplied in the session creation response (origination) or in the invitation notification (termination). **'",w
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,Update the status of the media session,"Update the status of the media session, this may include updating SDP media  The API consumer shall construct the API path using the `mediaSessionId` supplied in the session creation response (origination) or in the invitation notification (termination).  The party making the update MAY include `locationDetails` to share their device location. When included in an answer/accept step (e.g., status `Connected` with an answer SDP), `locationDetails` describes the answering party's device location. After call establishment, either party MAY provide or update their location by including `locationDet",w
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions,POST,createNotificationChannelSubscription,Create a webrtc-events event subscription,"Create a webrtc-events event subscription. For the corresponding type:  - `org.camaraproject.webrtc-events-subscriptions.v0.session-invitation`: new calls event - `org.camaraproject.webrtc-events-subscriptions.v0.session-status`: updates on specific call - `org.camaraproject.webrtc-events-subscriptions.v0.registration-ends`: registration termination event  To subscribe and receive notifications about new calls, a `session-invitation` subscription is required using the `deviceId` related to a valid registration.  For WebRTC calling subscription scenarios, developers should not use `initialEvent",x
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,Retrieve a list of webrtc-events event subscription,Retrieve **a list** of webrtc-events subscription(s) with detailed information. Including configuration data and current status.,r
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},GET,retrieveNotificationChannelSubscription,Retrieve a webrtc-events event subscription,Retrieve webrtc-events subscription detailed information for a given subscription. Including configuration data and current status.,r
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},PUT,updateNotificationChannelSubscription,Update a webrtc-events event subscription,"Update a given webrtc-events subscription without changing its identity.  This operation is idempotent. Repeating the same update request results in the same final subscription state.  Either or both of the following attributes may be updated: - `sinkCredential` - `config.subscriptionExpireTime`  The subscription `sink`, event types, and `config.subscriptionDetail` are not modified by this operation.",w
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,Delete a webrtc-events event subscription,API endpoint to delete a given webrtc-events subscription. Action done to stop receiving notifications about this event subscription.,w
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,GET,getRegistrationsByDeviceId,Retrieve all registrations for a device,"Retrieve the active registrations associated with a given `deviceId` that are authorized for the access token used in the request.  This endpoint allows an API consumer to recover registration state after a network disconnection or application restart, where the `registrationId` has been lost but the `deviceId` is known.  Because `deviceId` is a client-generated identifier and is NOT guaranteed to be globally unique, the same `deviceId` value may be shared across registrations bound to different `phoneNumber`s. Only the registrations bound to a `phoneNumber` authorized by the access token are ",r
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,POST,createRegistration,Create a registration,"Create a new device registration in the network using a client-supplied `deviceId`. The subscriber identifier (`phoneNumber`) for the registration depends on the type of access token used:  - With a **three-legged access token**, the API consumer MUST NOT   include `phoneNumber` in the request body; it is resolved server-side   from the token. A request that includes it is rejected with   `422 UNNECESSARY_IDENTIFIER`. - With a **two-legged access token**, the API consumer MUST include   `phoneNumber` in the request body, since the token carries no   subscriber identity. A request that omits it",x
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},GET,getRegistrationById,Retrieve a device registration,"Retrieve an existing registration by its `registrationId`.  This endpoint allows an API consumer to confirm whether a registration is still active and retrieve its current state. A typical use case is state recovery after a network disconnection or application restart, where the client has a previously stored `registrationId` and needs to verify it is still valid before attempting to create calls or subscribe to events.  Returns `404` if the registration does not exist or has expired.",r
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},PUT,updateRegistrationById,Refresh network registration.,"API endpoint used to **refresh** an existing registration *before* it expires.  **Server behaviour on refresh**  1. Let `t_req` be the server-side receipt time of the request and    `t_prev` the previously stored `registrationExpireTime`. 2. Compute the remaining lifetime       remaining = t_prev - t_req    (values ≤ 0 indicate the client is late; operators MAY reject or    treat it as a new registration). 3. Apply the operator's configured TTL (`TTL_cfg`, e.g. 3600 s) **from    `t_req`, not from `t_prev`**:       newExpire = t_req + TTL_cfg 4. Persist `newExpire` and return it in `expiresAt` ",w
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},DELETE,deleteRegistrationById,Delete Registration Session.,API endpoint used to remove a valid registration on the network. This action frees any resource and invalidates future actions that involves this registration between the device and the network.  Use the registrationId to identify the registration to delete.,w
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/result/query,POST,profileResultQuery,Query profile operation result,"Query the result of an asynchronous profile operation (download, enable, disable, delete) using the task ID returned from a previous operation request.",x
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/oper,POST,profileOperation,Perform profile operation,"Perform lifecycle operations on an eSIM profile including enable, disable, or delete. This is an asynchronous operation that returns a task ID for status tracking.",x
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/downloaded-list,POST,profileList,Query downloaded profile list,"Retrieve a list of all eSIM profiles currently downloaded on the device, including their status (enabled/disabled), ICCID, and other metadata.",x
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/download,POST,profileDownload,Download profile,Download and optionally install a new eSIM profile to the device. This is an asynchronous operation that returns a task ID for status tracking.,x
