row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
x17-e1308,xero,GET,/PurchaseOrders,getPurchaseOrders,Retrieves purchase orders,,r,,,exam-2026-09-17
x17-e1309,xero,PUT,/PurchaseOrders,createPurchaseOrders,Creates one or more purchase orders,,w,high,PUT plain create of purchase orders,exam-2026-09-17
x17-e1310,xero,POST,/PurchaseOrders,updateOrCreatePurchaseOrders,Updates or creates one or more purchase orders,,w,high,iii updates or creates purchase orders,exam-2026-09-17
x17-e1311,xero,GET,/PurchaseOrders/{PurchaseOrderID}/pdf,getPurchaseOrderAsPdf,Retrieves specific purchase order as PDF files using a unique purchase order Id,,r,,,exam-2026-09-17
x17-e1312,xero,GET,/PurchaseOrders/{PurchaseOrderID},getPurchaseOrder,Retrieves a specific purchase order using a unique purchase order Id,,r,,,exam-2026-09-17
x17-e1313,xero,POST,/PurchaseOrders/{PurchaseOrderID},updatePurchaseOrder,Updates a specific purchase order,,w,high,iii edits existing purchase order,exam-2026-09-17
x17-e1314,xero,GET,/PurchaseOrders/{PurchaseOrderNumber},getPurchaseOrderByNumber,Retrieves a specific purchase order using purchase order number,,r,,,exam-2026-09-17
x17-e1315,xero,GET,/PurchaseOrders/{PurchaseOrderID}/History,getPurchaseOrderHistory,Retrieves history for a specific purchase order,,r,,,exam-2026-09-17
x17-e1316,xero,PUT,/PurchaseOrders/{PurchaseOrderID}/History,createPurchaseOrderHistory,Creates a history record for a specific purchase orders,,w,high,ii plain create of history record,exam-2026-09-17
x17-e1317,xero,GET,/PurchaseOrders/{PurchaseOrderID}/Attachments,getPurchaseOrderAttachments,Retrieves attachments for a specific purchase order,,r,,,exam-2026-09-17
x17-e1318,xero,GET,/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID},getPurchaseOrderAttachmentById,Retrieves specific attachment for a specific purchase order using a unique attachment Id,,r,,,exam-2026-09-17
x17-e1319,xero,GET,/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName},getPurchaseOrderAttachmentByFileName,Retrieves a specific attachment for a specific purchase order by filename,,r,,,exam-2026-09-17
x17-e1320,xero,PUT,/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName},createPurchaseOrderAttachmentByFileName,Creates attachment for a specific purchase order,,w,high,ii PUT creates attachment,exam-2026-09-17
x17-e1321,xero,POST,/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName},updatePurchaseOrderAttachmentByFileName,Updates a specific attachment for a specific purchase order by filename,,w,high,iii updates attachment,exam-2026-09-17
x17-e1322,xero,GET,/Quotes,getQuotes,Retrieves sales quotes,,r,,,exam-2026-09-17
x17-e1323,xero,PUT,/Quotes,createQuotes,Create one or more quotes,,w,high,ii PUT creates quotes,exam-2026-09-17
x17-e1324,xero,POST,/Quotes,updateOrCreateQuotes,Updates or creates one or more quotes,,w,low,iii updates or creates quotes no text,exam-2026-09-17
x17-e1325,xero,GET,/Quotes/{QuoteID},getQuote,Retrieves a specific quote using a unique quote Id,,r,,,exam-2026-09-17
x17-e1326,xero,POST,/Quotes/{QuoteID},updateQuote,Updates a specific quote,,w,high,iii edits existing quote,exam-2026-09-17
x17-e1327,xero,GET,/Quotes/{QuoteID}/History,getQuoteHistory,Retrieves history records of a specific quote,,r,,,exam-2026-09-17
x17-e1328,xero,PUT,/Quotes/{QuoteID}/History,createQuoteHistory,Creates a history record for a specific quote,,w,high,ii plain create of history record,exam-2026-09-17
x17-e1329,xero,GET,/Quotes/{QuoteID}/pdf,getQuoteAsPdf,Retrieves a specific quote as a PDF file using a unique quote Id,,r,,,exam-2026-09-17
x17-e1330,xero,GET,/Quotes/{QuoteID}/Attachments,getQuoteAttachments,Retrieves attachments for a specific quote,,r,,,exam-2026-09-17
x17-e1331,xero,GET,/Quotes/{QuoteID}/Attachments/{AttachmentID},getQuoteAttachmentById,Retrieves a specific attachment from a specific quote using a unique attachment Id,,r,,,exam-2026-09-17
x17-e1332,xero,GET,/Quotes/{QuoteID}/Attachments/{FileName},getQuoteAttachmentByFileName,Retrieves a specific attachment from a specific quote by filename,,r,,,exam-2026-09-17
x17-e1333,xero,PUT,/Quotes/{QuoteID}/Attachments/{FileName},createQuoteAttachmentByFileName,Creates attachment for a specific quote,,w,high,PUT plain create of attachment,exam-2026-09-17
x17-e1334,xero,POST,/Quotes/{QuoteID}/Attachments/{FileName},updateQuoteAttachmentByFileName,Updates a specific attachment from a specific quote by filename,,w,high,iii updates attachment,exam-2026-09-17
x17-e1335,xero,GET,/Receipts,getReceipts,Retrieves draft expense claim receipts for any user,,r,,,exam-2026-09-17
x17-e1336,xero,PUT,/Receipts,createReceipt,Creates draft expense claim receipts for any user,,w,high,PUT creates draft receipts,exam-2026-09-17
x17-e1337,xero,GET,/Receipts/{ReceiptID},getReceipt,Retrieves a specific draft expense claim receipt by using a unique receipt Id,,r,,,exam-2026-09-17
x17-e1338,xero,POST,/Receipts/{ReceiptID},updateReceipt,Updates a specific draft expense claim receipts,,w,high,iii updates draft receipt,exam-2026-09-17
x17-e1339,xero,GET,/Receipts/{ReceiptID}/Attachments,getReceiptAttachments,Retrieves attachments for a specific expense claim receipt,,r,,,exam-2026-09-17
x17-e1340,xero,GET,/Receipts/{ReceiptID}/Attachments/{AttachmentID},getReceiptAttachmentById,Retrieves a specific attachments from a specific expense claim receipts by using a unique attachment Id,,r,,,exam-2026-09-17
x17-e1341,xero,GET,/Receipts/{ReceiptID}/Attachments/{FileName},getReceiptAttachmentByFileName,Retrieves a specific attachment from a specific expense claim receipts by file name,,r,,,exam-2026-09-17
x17-e1342,xero,PUT,/Receipts/{ReceiptID}/Attachments/{FileName},createReceiptAttachmentByFileName,Creates an attachment on a specific expense claim receipts by file name,,w,high,ii creates attachment,exam-2026-09-17
x17-e1343,xero,POST,/Receipts/{ReceiptID}/Attachments/{FileName},updateReceiptAttachmentByFileName,Updates a specific attachment on a specific expense claim receipts by file name,,w,high,iii edits attachment,exam-2026-09-17
x17-e1344,xero,GET,/Receipts/{ReceiptID}/History,getReceiptHistory,Retrieves a history record for a specific receipt,,r,,,exam-2026-09-17
x17-e1345,xero,PUT,/Receipts/{ReceiptID}/History,createReceiptHistory,Creates a history record for a specific receipt,,w,high,ii plain create of history record,exam-2026-09-17
x17-e1346,xero,GET,/RepeatingInvoices,getRepeatingInvoices,Retrieves repeating invoices,,r,,,exam-2026-09-17
x17-e1347,xero,PUT,/RepeatingInvoices,createRepeatingInvoices,Creates one or more repeating invoice templates,,w,high,ii PUT creates invoice templates,exam-2026-09-17
x17-e1348,xero,POST,/RepeatingInvoices,updateOrCreateRepeatingInvoices,Creates or deletes one or more repeating invoice templates,,x,high,a POST creates or deletes invoice templates,exam-2026-09-17
x17-e1349,xero,GET,/RepeatingInvoices/{RepeatingInvoiceID},getRepeatingInvoice,Retrieves a specific repeating invoice by using a unique repeating invoice Id,,r,,,exam-2026-09-17
x17-e1350,xero,POST,/RepeatingInvoices/{RepeatingInvoiceID},updateRepeatingInvoice,Deletes a specific repeating invoice template,,x,low,opId says update summary says delete contradictory,exam-2026-09-17
x17-e1351,xero,GET,/RepeatingInvoices/{RepeatingInvoiceID}/Attachments,getRepeatingInvoiceAttachments,Retrieves attachments from a specific repeating invoice,,r,,,exam-2026-09-17
x17-e1352,xero,GET,/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID},getRepeatingInvoiceAttachmentById,Retrieves a specific attachment from a specific repeating invoice,,r,,,exam-2026-09-17
x17-e1353,xero,GET,/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName},getRepeatingInvoiceAttachmentByFileName,Retrieves a specific attachment from a specific repeating invoices by file name,,r,,,exam-2026-09-17
x17-e1354,xero,PUT,/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName},createRepeatingInvoiceAttachmentByFileName,Creates an attachment from a specific repeating invoices by file name,,w,high,PUT plain create of attachment,exam-2026-09-17
x17-e1355,xero,POST,/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName},updateRepeatingInvoiceAttachmentByFileName,Updates a specific attachment from a specific repeating invoices by file name,,w,high,iii updates attachment,exam-2026-09-17
x17-e1356,xero,GET,/RepeatingInvoices/{RepeatingInvoiceID}/History,getRepeatingInvoiceHistory,Retrieves history record for a specific repeating invoice,,r,,,exam-2026-09-17
x17-e1357,xero,PUT,/RepeatingInvoices/{RepeatingInvoiceID}/History,createRepeatingInvoiceHistory,Creates a  history record for a specific repeating invoice,,w,high,ii plain create of history record,exam-2026-09-17
x17-e1358,xero,GET,/Reports/TenNinetyNine,getReportTenNinetyNine,Retrieve reports for 1099,,r,,,exam-2026-09-17
x17-e1359,xero,GET,/Reports/AgedPayablesByContact,getReportAgedPayablesByContact,Retrieves report for aged payables by contact,,r,,,exam-2026-09-17
x17-e1360,xero,GET,/Reports/AgedReceivablesByContact,getReportAgedReceivablesByContact,Retrieves report for aged receivables by contact,,r,,,exam-2026-09-17
x17-e1361,xero,GET,/Reports/BalanceSheet,getReportBalanceSheet,Retrieves report for balancesheet,,r,,,exam-2026-09-17
x17-e1362,xero,GET,/Reports/BankSummary,getReportBankSummary,Retrieves report for bank summary,,r,,,exam-2026-09-17
x17-e1363,xero,GET,/Reports/{ReportID},getReportFromId,Retrieves a specific report using a unique ReportID,,r,,,exam-2026-09-17
x17-e1364,xero,GET,/Reports/BudgetSummary,getReportBudgetSummary,Retrieves report for budget summary,,r,,,exam-2026-09-17
x17-e1365,xero,GET,/Reports/ExecutiveSummary,getReportExecutiveSummary,Retrieves report for executive summary,,r,,,exam-2026-09-17
x17-e1366,xero,GET,/Reports,getReportsList,Retrieves a list of the organistaions unique reports that require a uuid to fetch,,r,,,exam-2026-09-17
x17-e1367,xero,GET,/Reports/ProfitAndLoss,getReportProfitAndLoss,Retrieves report for profit and loss,,r,,,exam-2026-09-17
x17-e1368,xero,GET,/Reports/TrialBalance,getReportTrialBalance,Retrieves report for trial balance,,r,,,exam-2026-09-17
x17-e1369,xero,POST,/Setup,postSetup,"Sets the chart of accounts, the conversion date and conversion balances",,w,low,iii sets chart of accounts text thin,exam-2026-09-17
x17-e1370,xero,GET,/TaxRates,getTaxRates,Retrieves tax rates,,r,,,exam-2026-09-17
x17-e1371,xero,PUT,/TaxRates,createTaxRates,Creates one or more tax rates,,w,high,ii PUT creates tax rates,exam-2026-09-17
x17-e1372,xero,POST,/TaxRates,updateTaxRate,Updates tax rates,,w,high,iii POST updates tax rates,exam-2026-09-17
x17-e1373,xero,GET,/TaxRates/{TaxType},getTaxRateByTaxType,Retrieves a specific tax rate according to given TaxType code,,r,,,exam-2026-09-17
x17-e1374,xero,GET,/TrackingCategories,getTrackingCategories,Retrieves tracking categories and options,,r,,,exam-2026-09-17
x17-e1375,xero,PUT,/TrackingCategories,createTrackingCategory,Create tracking categories,,w,high,ii plain create of tracking categories,exam-2026-09-17
x17-e1376,xero,GET,/TrackingCategories/{TrackingCategoryID},getTrackingCategory,Retrieves specific tracking categories and options using a unique tracking category Id,,r,,,exam-2026-09-17
x17-e1377,xero,POST,/TrackingCategories/{TrackingCategoryID},updateTrackingCategory,Updates a specific tracking category,,w,high,iii edits tracking category,exam-2026-09-17
x17-e1378,xero,DELETE,/TrackingCategories/{TrackingCategoryID},deleteTrackingCategory,Deletes a specific tracking category,,x,high,a DELETE tracking category no restore,exam-2026-09-17
x17-e1379,xero,PUT,/TrackingCategories/{TrackingCategoryID}/Options,createTrackingOptions,Creates options for a specific tracking category,,w,high,ii plain create of options on PUT,exam-2026-09-17
x17-e1380,xero,POST,/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID},updateTrackingOptions,Updates a specific option for a specific tracking category,,w,high,iii updates tracking option,exam-2026-09-17
x17-e1381,xero,DELETE,/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID},deleteTrackingOptions,Deletes a specific option for a specific tracking category,,x,high,a DELETE option no restore,exam-2026-09-17
x17-e1382,xero,GET,/Users,getUsers,Retrieves users,,r,,,exam-2026-09-17
x17-e1383,xero,GET,/Users/{UserID},getUser,Retrieves a specific user,,r,,,exam-2026-09-17
x20-e0001,auth0,DELETE,/actions/actions/{id},delete_action,Delete an action,Deletes an action and all of its associated versions. An action must be unbound from all triggers before it can be deleted.,x,high,a DELETE action and versions,exam-2026-09-20
x20-e0002,auth0,DELETE,/actions/modules/{id},delete_action_module,Delete a specific Actions Module by ID,Permanently delete an Actions Module. This will fail if the module is still in use by any actions.,x,high,a DELETE module permanently,exam-2026-09-20
x20-e0003,auth0,DELETE,/agents/{id},delete_agent,Delete an agent,Delete an agent,x,high,a DELETE agent no restore,exam-2026-09-20
x20-e0004,auth0,DELETE,/anomaly/blocks/ips/{id},delete_ips_by_id,Remove the blocked IP address,"Remove a block imposed by <a href=""https://auth0.com/docs/configure/attack-protection/suspicious-ip-throttling"">Suspicious IP Throttling</a> for the given IP address.",x,high,DELETE method wins on unblock,exam-2026-09-20
x20-e0005,auth0,DELETE,/branding/phone/templates/{id},delete_phone_template,Delete a phone notification template,,x,high,a DELETE template no restore,exam-2026-09-20
x20-e0006,auth0,DELETE,/branding/templates/universal-login,delete_universal-login,Delete template for New Universal Login Experience,,x,high,a DELETE template no restore,exam-2026-09-20
x20-e0007,auth0,DELETE,/branding/themes/{themeId},delete_branding_theme,Delete branding theme,Delete branding theme.,x,high,a DELETE theme no restore,exam-2026-09-20
x20-e0008,auth0,DELETE,/client-grants/{id},delete_client-grants_by_id,Delete client grant,Delete the [Client Credential Flow](https://www.auth0.com/docs/get-started/authentication-and-authorization-flow/client-credentials-flow) from your machine-to-machine application.,x,high,a DELETE grant no restore,exam-2026-09-20
x20-e0009,auth0,DELETE,/clients/{client_id}/credentials/{credential_id},delete_credentials_by_credential_id,Delete a client credential,"Delete a client credential you previously created. May be enabled or disabled. For more information, read <a href=""https://www.auth0.com/docs/get-started/authentication-and-authorization-flow/client-credentials-flow"">Client Credential Flow</a>.",x,high,a DELETE credential no restore,exam-2026-09-20
x20-e0010,auth0,DELETE,/clients/{id},delete_clients_by_id,Delete a client,"Delete a client and related configuration (rules, connections, etc).",x,high,a DELETE client cascade,exam-2026-09-20
x20-e0011,auth0,DELETE,/connection-profiles/{id},delete_connection-profiles_by_id,Delete Connection Profile,Delete a single Connection Profile specified by ID.,x,high,a DELETE connection profile no restore,exam-2026-09-20
x20-e0012,auth0,DELETE,/connections/{id},delete_connections_by_id,Delete a connection,"Removes a specific [connection](https://auth0.com/docs/authenticate/identity-providers) from your tenant. This action cannot be undone. Once removed, users can no longer use this connection to authenticate.

**Note:** If your connection has a large amount of users associated with it, please be aware that this operation can be long running after the response is returned and may impact concurrent [create connection](https://auth0.com/docs/api/management/v2/connections/post-connections) requests, if they use an identical connection name.",x,high,a DELETE connection cannot be undone,exam-2026-09-20
x20-e0013,auth0,DELETE,/connections/{id}/directory-provisioning,delete_directory-provisioning,Delete a directory provisioning configuration,Delete the directory provisioning configuration of a connection.,x,high,a DELETE provisioning config,exam-2026-09-20
x20-e0014,auth0,DELETE,/connections/{id}/directory-provisioning/synchronized-groups,delete_synchronized-groups,Delete synchronized group selections for a directory provisioning configuration,Delete synchronized group selections for a directory provisioning configuration,x,high,DELETE selections method wins,exam-2026-09-20
x20-e0015,auth0,DELETE,/connections/{id}/scim-configuration,delete_scim-configuration,Delete a connection's SCIM configuration,Deletes a scim configuration by its `connectionId`.,x,high,a DELETE scim configuration,exam-2026-09-20
x20-e0016,auth0,DELETE,/connections/{id}/scim-configuration/tokens/{tokenId},delete_tokens_by_tokenId,Delete a connection's SCIM token,Deletes a scim token by its connection `id` and `tokenId`.,x,high,a DELETE token no restore,exam-2026-09-20
x20-e0017,auth0,DELETE,/connections/{id}/users,delete_users_by_email,Delete a connection user,"Deletes a specified connection user by its email (you cannot delete all users from specific connection). Currently, only Database Connections are supported.",x,high,a DELETE removes connection user,exam-2026-09-20
x20-e0018,auth0,DELETE,/custom-domains/{id},delete_custom-domains_by_id,Delete custom domain configuration,Delete a custom domain and stop serving requests for it.,x,high,a DELETE custom domain,exam-2026-09-20
x20-e0019,auth0,DELETE,/device-credentials/{id},delete_device-credentials_by_id,Delete a device credential,Permanently delete a device credential (such as a refresh token or public key) with the given ID.,x,high,a DELETE device credential permanently,exam-2026-09-20
x20-e0020,auth0,DELETE,/emails/provider,delete_provider,Delete email provider,Delete the email provider.,x,high,a DELETE removes email provider,exam-2026-09-20
x20-e0021,auth0,DELETE,/event-streams/{id},delete_event-streams_by_id,Delete an event stream,,x,high,a DELETE event stream,exam-2026-09-20
x20-e0022,auth0,DELETE,/experimentation/experiments/{id},delete_experiment,Delete an experiment.,Permanently delete an experiment and its allocations by ID. Active experiments cannot be deleted; pause or complete first. Idempotent: returns 204 even if the experiment does not exist.,x,high,a DELETE experiment permanently,exam-2026-09-20
x20-e0023,auth0,DELETE,/experimentation/feature-flags/{id},delete_feature_flag,Delete a feature flag.,Delete a feature flag by ID. Idempotent: returns 204 even if flag does not exist.,x,high,a DELETE feature flag,exam-2026-09-20
x20-e0024,auth0,DELETE,/experimentation/feature-flags/{id}/variations/{vid},delete_variation,Delete a variation.,Delete a variation by ID. Returns 204 if the variation does not exist. Returns 404 if the parent feature flag does not exist.,x,high,a DELETE variation,exam-2026-09-20
x20-e0025,auth0,DELETE,/experimentation/segments/{id},delete_segment,Delete a segment.,Delete a segment by ID. Idempotent: returns 204 even if segment does not exist.,x,high,a DELETE segment,exam-2026-09-20
x20-e0026,auth0,DELETE,/flows/vault/connections/{id},delete_flows_vault_connections_by_id,Delete a Flows Vault connection,,x,high,a DELETE removes connection,exam-2026-09-20
x20-e0027,auth0,DELETE,/flows/{flow_id}/executions/{execution_id},delete_flows_executions_by_execution_id,Delete a flow execution,,x,high,a DELETE flow execution,exam-2026-09-20
x20-e0028,auth0,DELETE,/flows/{id},delete_flows_by_id,Delete a flow,,x,high,a DELETE removes flow,exam-2026-09-20
x20-e0029,auth0,DELETE,/forms/{id},delete_form,Delete a form,,x,high,a DELETE form no restore,exam-2026-09-20
x20-e0030,auth0,DELETE,/grants,delete_grants_by_user_id,Delete a grant by user_id,Delete a grant associated with your account.,x,high,b DELETE grant revokes consent,exam-2026-09-20
x20-e0031,auth0,DELETE,/grants/{id},delete_grants_by_id,Delete a grant by id,Delete a grant associated with your account.,x,high,a DELETE grant no restore,exam-2026-09-20
x20-e0032,auth0,DELETE,/groups/{id},delete_group,Delete a Group,Delete a group by its ID.,x,high,a DELETE group,exam-2026-09-20
x20-e0033,auth0,DELETE,/groups/{id}/roles,delete_group_roles,Remove roles from a group,Unassign one or more [roles](https://auth0.com/docs/manage-users/access-control/rbac) from a specified group.,x,high,DELETE method wins unassign roles,exam-2026-09-20
x20-e0034,auth0,DELETE,/hooks/{id},delete_hooks_by_id,Delete a hook,Delete a hook.,x,high,a DELETE hook no restore,exam-2026-09-20
x20-e0035,auth0,DELETE,/hooks/{id}/secrets,delete_secrets,Delete hook secrets,Delete one or more existing secrets for a given hook. Accepts an array of secret names to delete.,x,high,a DELETE hook secrets no restore,exam-2026-09-20
x20-e0036,auth0,DELETE,/keys/custom-signing,delete_custom_signing_keys,Delete custom signing keys,Delete entire jwks representation of custom signing keys.,x,high,a DELETE signing keys,exam-2026-09-20
x20-e0037,auth0,DELETE,/keys/encryption/{kid},delete_encryption_key,Delete the encryption key by its key id,Delete the custom provided encryption key with the given ID and move back to using native encryption key.,x,high,a DELETE encryption key no restore,exam-2026-09-20
x20-e0038,auth0,DELETE,/keys/network-acls/{id},delete_keys_network_acls,Delete a Network ACL key,Delete a key used to verify HTTP Message Signatures on Network ACL rules,x,high,a DELETE key no restore,exam-2026-09-20
x20-e0039,auth0,DELETE,/log-streams/{id},delete_log-streams_by_id,Delete log stream,Delete a log stream.,x,high,a DELETE log stream,exam-2026-09-20
x20-e0040,auth0,DELETE,/network-acls/{id},delete_network-acls_by_id,Delete Access Control List,Delete existing access control list for your client.,x,high,a DELETE access control list,exam-2026-09-20
x20-e0041,auth0,DELETE,/organizations/{id},delete_organizations_by_id,Delete organization,"Remove an Organization from your tenant.  This action cannot be undone. 

**Note**: Members are automatically disassociated from an Organization when it is deleted. However, this action does **not** delete these users from your tenant.",x,high,a DELETE organization cannot be undone,exam-2026-09-20
x20-e0042,auth0,DELETE,/organizations/{id}/client-grants/{grant_id},delete_client-grants_by_grant_id,Remove a client grant from an organization,,x,high,DELETE method wins on grant removal,exam-2026-09-20
x20-e0043,auth0,DELETE,/organizations/{id}/clients,delete_organization_clients,Remove client associations from an organization,Remove one or more client associations from an organization.,x,high,DELETE removes associations method wins,exam-2026-09-20
x20-e0044,auth0,DELETE,/organizations/{id}/connections/{connection_id},delete_organization_connection,Delete a connection from an organization,,x,high,a DELETE connection from org no text,exam-2026-09-20
x20-e0045,auth0,DELETE,/organizations/{id}/discovery-domains/{discovery_domain_id},delete_discovery-domains_by_discovery_domain_id,Delete an organization discovery domain,Remove a discovery domain from an organization. This action cannot be undone.,x,high,a DELETE domain cannot be undone,exam-2026-09-20
x20-e0046,auth0,DELETE,/organizations/{id}/enabled_connections/{connectionId},delete_enabled_connections_by_connectionId,Delete connections from an organization,"Disable a specific connection for an Organization. Once disabled, Organization members can no longer use that connection to authenticate. 

**Note**: This action does not remove the connection from your tenant.",x,high,DELETE method wins disable connection no restore,exam-2026-09-20
x20-e0047,auth0,DELETE,/organizations/{id}/invitations/{invitation_id},delete_invitations_by_invitation_id,Delete an invitation to an Organization,,x,high,a DELETE removes invitation,exam-2026-09-20
x20-e0048,auth0,DELETE,/organizations/{id}/members,delete_members,Delete members from an organization,,x,high,DELETE members method wins,exam-2026-09-20
x20-e0049,auth0,DELETE,/organizations/{id}/members/{user_id}/roles,delete_organization_member_roles,Delete user roles from an Organization member,"Remove one or more Organization-specific [roles](https://auth0.com/docs/manage-users/access-control/rbac) from a given user.

Users can be members of multiple Organizations with unique roles assigned for each membership. This action removes roles from a user in relation to the specified Organization. Roles assigned to the user within a different Organization cannot be managed in the same call.",x,high,DELETE method wins on role removal,exam-2026-09-20
x20-e0050,auth0,DELETE,/organizations/{id}/organization-templates/{template_id},delete_organizations_by_id_organization-templates_by_template_id,Unassign an organization template from an organization,Remove an Organization Template assignment from an organization.,x,high,DELETE method wins unassign template,exam-2026-09-20
x20-e0051,auth0,DELETE,/organizations/{organization_id}/groups/{group_id}/roles,delete_organization_group_roles,Remove roles assigned to a group in an organization context.,Unassign one or more roles from a specified group in the context of an organization.,x,high,DELETE roles method wins,exam-2026-09-20
x20-e0052,auth0,DELETE,/rate-limit-policies/{id},delete_rate-limit-policies_by_id,Delete a rate limit policy,,x,high,a DELETE rate limit policy,exam-2026-09-20
x20-e0053,auth0,DELETE,/refresh-tokens/{id},delete_refresh_token,Delete a refresh token,Delete a refresh token by its ID.,x,high,b DELETE refresh token,exam-2026-09-20
x20-e0054,auth0,DELETE,/resource-servers/{id},delete_resource-servers_by_id,Delete a resource server,"Delete an existing API by ID. For more information, read <a href=""https://www.auth0.com/docs/get-started/apis/api-settings"">API Settings</a>.",x,high,a DELETE resource server,exam-2026-09-20
x20-e0055,auth0,DELETE,/roles/{id},delete_roles_by_id,Delete a role,"Delete a specific [user role](https://auth0.com/docs/manage-users/access-control/rbac) from your tenant. Once deleted, it is removed from any user who was previously assigned that role. This action cannot be undone.",x,high,a DELETE role cannot be undone,exam-2026-09-20
x20-e0056,auth0,DELETE,/roles/{id}/groups,delete_role_groups,Remove groups from a role,Unassign one or more groups from a specified role.,x,high,DELETE method wins unassign groups,exam-2026-09-20
x20-e0057,auth0,DELETE,/roles/{id}/permissions,delete_role_permission_assignment,Remove permissions from a role,Remove one or more [permissions](https://auth0.com/docs/manage-users/access-control/configure-core-rbac/manage-permissions) from a specified user role.,x,high,DELETE permissions method wins,exam-2026-09-20
x20-e0058,auth0,DELETE,/rules-configs/{key},delete_rules-configs_by_key,Delete rules config for a given key,Delete a rules config variable identified by its key.,x,high,a DELETE config variable no restore,exam-2026-09-20
x20-e0059,auth0,DELETE,/rules/{id},delete_rules_by_id,Delete a rule,Delete a rule.,x,high,a DELETE rule,exam-2026-09-20
x20-e0060,auth0,DELETE,/self-service-profiles/{id},delete_self-service-profiles_by_id,Delete a self-service profile by Id,Deletes a self-service profile by Id.,x,high,a DELETE profile no restore,exam-2026-09-20
x20-e0061,auth0,DELETE,/sessions/{id},delete_session,Delete session,Delete a session by ID.,x,high,b DELETE terminates session,exam-2026-09-20
x20-e0062,auth0,DELETE,/token-exchange-profiles/{id},delete_token-exchange-profiles_by_id,Delete a token exchange profile,"Delete a Token Exchange Profile within your tenant.

By using this feature, you agree to the applicable Free Trial terms in [Okta's Master Subscription Agreement](https://www.okta.com/legal/). It is your responsibility to securely validate the user's subject_token. See [User Guide](https://auth0.com/docs/authenticate/custom-token-exchange) for more details.",x,high,a DELETE profile no restore,exam-2026-09-20
x20-e0063,auth0,DELETE,/user-attribute-profiles/{id},delete_user-attribute-profiles_by_id,Delete User Attribute Profile,Delete a single User Attribute Profile specified by ID.,x,high,a DELETE profile,exam-2026-09-20
x20-e0064,auth0,DELETE,/user-blocks,delete_user-blocks,Unblock by identifier,"Remove all [Brute-force Protection](https://auth0.com/docs/secure/attack-protection/brute-force-protection) blocks for the user with the given identifier (username, phone number, or email).

Note: This endpoint does not unblock users that were [blocked by a tenant administrator](https://auth0.com/docs/user-profile#block-and-unblock-a-user).",x,high,DELETE removes blocks method wins,exam-2026-09-20
x20-e0065,auth0,DELETE,/user-blocks/{id},delete_user-blocks_by_id,Unblock a user,"Remove all [Brute-force Protection](https://auth0.com/docs/secure/attack-protection/brute-force-protection) blocks for the user with the given ID.

Note: This endpoint does not unblock users that were [blocked by a tenant administrator](https://auth0.com/docs/user-profile#block-and-unblock-a-user).",x,low,DELETE blocks method wins,exam-2026-09-20
x20-e0066,auth0,DELETE,/users/{id},delete_users_by_id,Delete a User,"Delete a user by user ID. This action cannot be undone. For Auth0 Dashboard instructions, see [Delete Users](https://auth0.com/docs/manage-users/user-accounts/delete-users).",x,high,a DELETE user cannot be undone,exam-2026-09-20
x20-e0067,auth0,DELETE,/users/{id}/authentication-methods,delete_authentication-methods,Delete all authentication methods for the given user,"Remove all authentication methods (i.e., enrolled MFA factors) from the specified user account. This action cannot be undone.",x,high,a DELETE removes auth methods cannot be undone,exam-2026-09-20
x20-e0068,auth0,DELETE,/users/{id}/authentication-methods/{authentication_method_id},delete_authentication-methods_by_authentication_method_id,Delete an authentication method by ID,"Remove the authentication method with the given ID from the specified user. For more information, review <a href=""https://auth0.com/docs/secure/multi-factor-authentication/manage-mfa-auth0-apis/manage-authentication-methods-with-management-api"">Manage Authentication Methods with Management API</a>.",x,high,a DELETE authentication method,exam-2026-09-20
x20-e0069,auth0,DELETE,/users/{id}/authenticators,delete_authenticators,Delete All Authenticators,"Remove all authenticators registered to a given user ID, such as OTP, email, phone, and push-notification. This action cannot be undone. For more information, review [Manage Authentication Methods with Management API](https://auth0.com/docs/secure/multi-factor-authentication/manage-mfa-auth0-apis/manage-authentication-methods-with-management-api).",x,high,a DELETE all authenticators cannot be undone,exam-2026-09-20
x20-e0070,auth0,DELETE,/users/{id}/identities/{provider}/{user_id},delete_user_identity_by_user_id,Unlink a User Identity,"Unlink a specific secondary account from a target user. This action requires the ID of both the target user and the secondary account. 

Unlinking the secondary account removes it from the identities array of the target user and creates a new standalone profile for the secondary account. To learn more, review [Unlink User Accounts](https://auth0.com/docs/manage-users/user-accounts/user-account-linking/unlink-user-accounts).",x,high,DELETE unlinks identity method wins,exam-2026-09-20
